Cust Key,Cust Name,Cust Address,Cust City,Cust State,Cust Zip Code,Cust County,Cust Region,Cust Since,Cust Type,Cust Gender,Cust Age,Age Group,Civil Status,Loyalty Program,AGE_GROUP,CIVIL_STATUS,CUST_ADDRESS,CUST_AGE,CUST_CITY,CUST_COUNTY,CUST_GENDER,CUST_KEY,CUST_NAME,CUST_REGION,CUST_SINCE,CUST_STATE,CUST_TYPE,CUST_ZIP_CODE,BIRTHDAY_MONTH,BIRTHDAY_DAY,DOWNLOADED_APP,LOYALTY_TIER,LOYALTY_PROGRAM,Updated At,Updated By
3295,Alexa Carson,12 Durham Vale,Parma,Ohio,44129,"Cuyahoga County, Ohio",Midwest,2007-07-23 00:00:00,Individual,Female,42,36-55,Married,1,36-55,Married,12 Durham Vale,42.0,Parma,"Cuyahoga County, Ohio",Female,3295.0,Alexa Carson,Midwest,2007-07-23,Ohio,Individual,44129,8.0,9.0,0.0,,1,,
3296,Maxwell Kelly,792 Calvin Walk,Camden,New Jersey,08101,"Camden County, New Jersey",East,2012-02-18 00:00:00,Individual,Male,33,18-35,Single,0,18-35,Single,792 Calvin Walk,33.0,Camden,"Camden County, New Jersey",Male,3296.0,Maxwell Kelly,East,2012-02-18,New Jersey,Individual,08101,,,,,0,,
3297,Paula Ward,538 Bayberry Tunnel,Yonkers,New York,10701,"Westchester County, New York",East,2010-11-12 00:00:00,Individual,Female,27,18-35,Married,1,18-35,Married,538 Bayberry Tunnel,27.0,Yonkers,"Westchester County, New York",Female,3297.0,Paula Ward,East,2010-11-12,New York,Individual,10701,12.0,26.0,1.0,at_risk,1,,
3299,Chris Walker,966 Clissold Crossroad,Green Bay,Wisconsin,54303,"Brown County, Wisconsin",Midwest,2013-08-21 00:00:00,Individual,Male,26,18-35,Divorced,0,18-35,Divorced,966 Clissold Crossroad,26.0,Green Bay,"Brown County, Wisconsin",Male,3299.0,Chris Walker,Midwest,2013-08-21,Wisconsin,Individual,54303,,,,,0,,
3301,Dakota Rossi,463 Arlington Boulevard,East Orange,New Jersey,07017,"Essex County, New Jersey",East,2019-07-03 00:00:00,Individual,Female,73,56+,Widowed,1,56+,Widowed,463 Arlington Boulevard,73.0,East Orange,"Essex County, New Jersey",Female,3301.0,Dakota Rossi,East,2019-07-03,New Jersey,Individual,07017,1.0,4.0,1.0,platinum_member,1,,
3303,Rebecca Fulton,941 Arlington Grove,Aurora,Illinois,60505,"DuPage County, Illinois",Midwest,2015-03-08 00:00:00,Individual,Female,42,36-55,Divorced,1,36-55,Divorced,941 Arlington Grove,42.0,Aurora,"DuPage County, Illinois",Female,3303.0,Rebecca Fulton,Midwest,2015-03-08,Illinois,Individual,60505,9.0,1.0,0.0,,1,,
3305,Francesca Milner,891 Camdenhurst Grove,Decatur,Illinois,62521,"Macon County, Illinois",Midwest,2008-06-21 00:00:00,Individual,Female,53,36-55,Single,0,36-55,Single,891 Camdenhurst Grove,53.0,Decatur,"Macon County, Illinois",Female,3305.0,Francesca Milner,Midwest,2008-06-21,Illinois,Individual,62521,,,,,0,,
3307,Ryan Brooks,489 Becher Way,Santa Ana,California,92711,"Orange County, California",West,2023-02-20 00:00:00,Individual,Male,26,18-35,Single,0,18-35,Single,489 Becher Way,26.0,Santa Ana,"Orange County, California",Male,3307.0,Ryan Brooks,West,2023-02-20,California,Individual,92711,,,,,0,,
3308,Savannah King,239 Fairfield Vale,Stockton,California,95208,"San Joaquin County, California",West,2010-02-17 00:00:00,Individual,Female,52,36-55,Single,0,36-55,Single,239 Fairfield Vale,52.0,Stockton,"San Joaquin County, California",Female,3308.0,Savannah King,West,2010-02-17,California,Individual,95208,,,,,0,,
3310,Darlene Eddison,302 Bocking Grove,Mission,Texas,78572,"Hidalgo County, Texas",Southwest,2022-10-20 00:00:00,Individual,Female,49,36-55,Single,0,36-55,Single,302 Bocking Grove,49.0,Mission,"Hidalgo County, Texas",Female,3310.0,Darlene Eddison,Southwest,2022-10-20,Texas,Individual,78572,,,,,0,,
3311,Gloria Beal,708 Cleaver Alley,Harlingen,Texas,78550,"Cameron County, Texas",Southwest,2014-01-14 00:00:00,Individual,Female,58,56+,Married,0,56+,Married,708 Cleaver Alley,58.0,Harlingen,"Cameron County, Texas",Female,3311.0,Gloria Beal,Southwest,2014-01-14,Texas,Individual,78550,,,,,0,,
3317,Ivy Swift,769 Arthur Way,Manchester,New Hampshire,03103,"Hillsborough County, New Hampshire",East,2007-07-11 00:00:00,Individual,Female,67,56+,Divorced,1,56+,Divorced,769 Arthur Way,67.0,Manchester,"Hillsborough County, New Hampshire",Female,3317.0,Ivy Swift,East,2007-07-11,New Hampshire,Individual,03103,9.0,19.0,1.0,at_risk,1,,
3319,Denny Plant,834 Falconberg Walk,Wichita,Kansas,67276,"Sedgwick County, Kansas",Midwest,2012-12-18 00:00:00,Individual,Male,45,36-55,Widowed,0,36-55,Widowed,834 Falconberg Walk,45.0,Wichita,"Sedgwick County, Kansas",Male,3319.0,Denny Plant,Midwest,2012-12-18,Kansas,Individual,67276,,,,,0,,
3322,Marissa Ulyatt,541 Clere Vale,Columbus,Ohio,43216,"Delaware County, Ohio",Midwest,2019-04-20 00:00:00,Individual,Female,44,36-55,Married,1,36-55,Married,541 Clere Vale,44.0,Columbus,"Delaware County, Ohio",Female,3322.0,Marissa Ulyatt,Midwest,2019-04-20,Ohio,Individual,43216,1.0,2.0,1.0,,1,,
3323,Carl Shepherd,949 Ayres Lane,Berkeley,California,94704,"Alameda County, California",West,2018-05-04 00:00:00,Individual,Male,66,56+,Single,0,56+,Single,949 Ayres Lane,66.0,Berkeley,"Alameda County, California",Male,3323.0,Carl Shepherd,West,2018-05-04,California,Individual,94704,,,,,0,,
3325,Fred Edwards,720 Bendall Avenue,Concord,North Carolina,28025,"Cabarrus County, North Carolina",South,2009-10-18 00:00:00,Individual,Male,74,56+,Widowed,1,56+,Widowed,720 Bendall Avenue,74.0,Concord,"Cabarrus County, North Carolina",Male,3325.0,Fred Edwards,South,2009-10-18,North Carolina,Individual,28025,3.0,23.0,0.0,at_risk,1,,
3326,Gil Vincent,712 Yorkshire Alley,Greenville,North Carolina,27833,"Pitt County, North Carolina",South,2008-05-01 00:00:00,Individual,Male,60,56+,Single,1,56+,Single,712 Yorkshire Alley,60.0,Greenville,"Pitt County, North Carolina",Male,3326.0,Gil Vincent,South,2008-05-01,North Carolina,Individual,27833,10.0,19.0,0.0,platinum_member,1,,
3328,Barney Price,834 Dunsley Boulevard,Orlando,Florida,32802,"Orange County, Florida",South,2012-07-17 00:00:00,Individual,Male,33,18-35,Divorced,0,18-35,Divorced,834 Dunsley Boulevard,33.0,Orlando,"Orange County, Florida",Male,3328.0,Barney Price,South,2012-07-17,Florida,Individual,32802,,,,,0,,
3329,Johnny Kirby,380 Blake Alley,Bend,Oregon,97701,"Deschutes County, Oregon",West,2015-03-26 00:00:00,Individual,Male,28,18-35,Married,1,18-35,Married,380 Blake Alley,28.0,Bend,"Deschutes County, Oregon",Male,3329.0,Johnny Kirby,West,2015-03-26,Oregon,Individual,97701,7.0,26.0,0.0,at_risk,1,,
3331,Allison Dixon,263 Cephas Tunnel,Glendale,California,91205,"Los Angeles County, California",West,2020-01-02 00:00:00,Individual,Female,70,56+,Single,0,56+,Single,263 Cephas Tunnel,70.0,Glendale,"Los Angeles County, California",Female,3331.0,Allison Dixon,West,2020-01-02,California,Individual,91205,,,,,0,,
3333,Madison Wilton,457 Queensberry Lane,Tacoma,Washington,98413,"Pierce County, Washington",West,2020-10-08 00:00:00,Individual,Female,81,56+,Married,1,56+,Married,457 Queensberry Lane,81.0,Tacoma,"Pierce County, Washington",Female,3333.0,Madison Wilton,West,2020-10-08,Washington,Individual,98413,8.0,15.0,0.0,at_risk,1,,
3337,Maxwell Torres,105 Byland Drive,Bend,Oregon,97701,"Deschutes County, Oregon",West,2014-08-27 00:00:00,Individual,Male,48,36-55,Divorced,0,36-55,Divorced,105 Byland Drive,48.0,Bend,"Deschutes County, Oregon",Male,3337.0,Maxwell Torres,West,2014-08-27,Oregon,Individual,97701,,,,,0,,
3339,Alice Higgs,451 Chester  Alley,Knoxville,Tennessee,37950,"Knox County, Tennessee",South,2006-03-17 00:00:00,Individual,Female,24,18-35,Divorced,1,18-35,Divorced,451 Chester  Alley,24.0,Knoxville,"Knox County, Tennessee",Female,3339.0,Alice Higgs,South,2006-03-17,Tennessee,Individual,37950,6.0,30.0,1.0,platinum_member,1,,
3341,Carter Chappell,262 Sundown Boulevard,Tucson,Arizona,85726,"Pima County, Arizona",Southwest,2005-10-30 00:00:00,Individual,Male,55,36-55,Widowed,0,36-55,Widowed,262 Sundown Boulevard,55.0,Tucson,"Pima County, Arizona",Male,3341.0,Carter Chappell,Southwest,2005-10-30,Arizona,Individual,85726,,,,,0,,
3343,Marie Robinson,969 North Street,Lawrence,Kansas,66044,"Douglas County, Kansas",Midwest,2012-07-09 00:00:00,Individual,Female,51,36-55,Single,1,36-55,Single,969 North Street,51.0,Lawrence,"Douglas County, Kansas",Female,3343.0,Marie Robinson,Midwest,2012-07-09,Kansas,Individual,66044,10.0,6.0,0.0,,1,,
3345,Roger Cox,888 Arctic Alley,Huntsville,Alabama,35813,"Limestone County, Alabama",South,2009-12-12 00:00:00,Individual,Male,52,36-55,Married,1,36-55,Married,888 Arctic Alley,52.0,Huntsville,"Limestone County, Alabama",Male,3345.0,Roger Cox,South,2009-12-12,Alabama,Individual,35813,9.0,20.0,0.0,platinum_member,1,,
3347,Benjamin Dallas,566 Wake Grove,Costa Mesa,California,92628,"Orange County, California",West,2018-02-25 00:00:00,Individual,Male,45,36-55,Widowed,0,36-55,Widowed,566 Wake Grove,45.0,Costa Mesa,"Orange County, California",Male,3347.0,Benjamin Dallas,West,2018-02-25,California,Individual,92628,,,,,0,,
3349,Noah Abbot,985 Blue Anchor Vale,Menifee,California,92584,"Riverside County, California",West,2019-07-12 00:00:00,Individual,Male,69,56+,Single,0,56+,Single,985 Blue Anchor Vale,69.0,Menifee,"Riverside County, California",Male,3349.0,Noah Abbot,West,2019-07-12,California,Individual,92584,,,,,0,,
3350,Rick Marshall,24 Thomas Vale,Bolingbrook,Illinois,60440,"DuPage County, Illinois",Midwest,2006-02-09 00:00:00,Individual,Male,41,36-55,Married,1,36-55,Married,24 Thomas Vale,41.0,Bolingbrook,"DuPage County, Illinois",Male,3350.0,Rick Marshall,Midwest,2006-02-09,Illinois,Individual,60440,5.0,15.0,0.0,,1,,
3351,Cedrick Jefferson,960 Elizabeth Lane,Columbus,Ohio,43216,"Delaware County, Ohio",Midwest,2015-06-04 00:00:00,Individual,Male,49,36-55,Divorced,1,36-55,Divorced,960 Elizabeth Lane,49.0,Columbus,"Delaware County, Ohio",Male,3351.0,Cedrick Jefferson,Midwest,2015-06-04,Ohio,Individual,43216,7.0,7.0,1.0,,1,,
3353,George Lunt,725 Cavaye Route,Eagan,Minnesota,55122,"Dakota County, Minnesota",Midwest,2005-12-15 00:00:00,Individual,Male,34,18-35,Widowed,1,18-35,Widowed,725 Cavaye Route,34.0,Eagan,"Dakota County, Minnesota",Male,3353.0,George Lunt,Midwest,2005-12-15,Minnesota,Individual,55122,11.0,23.0,1.0,at_risk,1,,
3355,Selena Wheeler,480 Linden Hill,Orlando,Florida,32802,"Orange County, Florida",South,2011-12-10 00:00:00,Individual,Female,82,56+,Married,0,56+,Married,480 Linden Hill,82.0,Orlando,"Orange County, Florida",Female,3355.0,Selena Wheeler,South,2011-12-10,Florida,Individual,32802,,,,,0,,
3357,Valerie Squire,615 Hickory Lane,Jackson,Tennessee,38301,"Madison County, Tennessee",South,2012-06-06 00:00:00,Individual,Female,64,56+,Married,1,56+,Married,615 Hickory Lane,64.0,Jackson,"Madison County, Tennessee",Female,3357.0,Valerie Squire,South,2012-06-06,Tennessee,Individual,38301,8.0,12.0,0.0,at_risk,1,,
3358,Jaylene Hunter,68 Camden Boulevard,Lynchburg,Virginia,24501,"Lynchburg City, Virginia",East,2015-03-31 00:00:00,Individual,Female,85,56+,Single,1,56+,Single,68 Camden Boulevard,85.0,Lynchburg,"Lynchburg City, Virginia",Female,3358.0,Jaylene Hunter,East,2015-03-31,Virginia,Individual,24501,3.0,20.0,0.0,at_risk,1,,
3359,David Turner,234 Blandford Avenue,Knoxville,Tennessee,37950,"Knox County, Tennessee",South,2015-12-13 00:00:00,Individual,Male,46,36-55,Widowed,1,36-55,Widowed,234 Blandford Avenue,46.0,Knoxville,"Knox County, Tennessee",Male,3359.0,David Turner,South,2015-12-13,Tennessee,Individual,37950,3.0,8.0,0.0,platinum_member,1,,
3363,Phillip Carter,662 Capeners Grove,Baton Rouge,Louisiana,70826,"East Baton Rouge Parish, Louisiana",South,2019-05-15 00:00:00,Individual,Male,39,36-55,Divorced,0,36-55,Divorced,662 Capeners Grove,39.0,Baton Rouge,"East Baton Rouge Parish, Louisiana",Male,3363.0,Phillip Carter,South,2019-05-15,Louisiana,Individual,70826,,,,,0,,
3365,Enoch Kent,387 Duthie Vale,Tempe,Arizona,85282,"Maricopa County, Arizona",Southwest,2007-01-08 00:00:00,Individual,Male,36,36-55,Widowed,0,36-55,Widowed,387 Duthie Vale,36.0,Tempe,"Maricopa County, Arizona",Male,3365.0,Enoch Kent,Southwest,2007-01-08,Arizona,Individual,85282,,,,,0,,
3366,Ron Mould,722 Bury Route,Jonesboro,Arkansas,72401,"Craighead County, Arkansas",South,2009-10-22 00:00:00,Individual,Male,35,18-35,Divorced,0,18-35,Divorced,722 Bury Route,35.0,Jonesboro,"Craighead County, Arkansas",Male,3366.0,Ron Mould,South,2009-10-22,Arkansas,Individual,72401,,,,,0,,
3367,Mike Emmett,590 Clere Tunnel,Glendale,California,91205,"Los Angeles County, California",West,2014-07-08 00:00:00,Individual,Male,87,56+,Married,1,56+,Married,590 Clere Tunnel,87.0,Glendale,"Los Angeles County, California",Male,3367.0,Mike Emmett,West,2014-07-08,California,Individual,91205,8.0,13.0,0.0,,1,,
3371,Peyton Rosenbloom,204 Maple Lane,Southfield,Michigan,48034,"Oakland County, Michigan",Midwest,2025-07-23 00:00:00,Individual,Female,50,36-55,Single,0,36-55,Single,204 Maple Lane,50.0,Southfield,"Oakland County, Michigan",Female,3371.0,Peyton Rosenbloom,Midwest,2025-07-23,Michigan,Individual,48034,,,,,0,,
3373,Kendra Ellis,737 Coleman Avenue,Pasadena,Texas,77501,"Harris County, Texas",Southwest,2022-03-07 00:00:00,Individual,Female,34,18-35,Widowed,1,18-35,Widowed,737 Coleman Avenue,34.0,Pasadena,"Harris County, Texas",Female,3373.0,Kendra Ellis,Southwest,2022-03-07,Texas,Individual,77501,11.0,13.0,0.0,platinum_member,1,,
3374,Cecilia Rees,834 Queensberry Vale,Hillsboro,Oregon,97123,"Washington County, Oregon",West,2009-02-22 00:00:00,Individual,Female,43,36-55,Divorced,0,36-55,Divorced,834 Queensberry Vale,43.0,Hillsboro,"Washington County, Oregon",Female,3374.0,Cecilia Rees,West,2009-02-22,Oregon,Individual,97123,,,,,0,,
3376,Alexander Mould,54 South Rue,Albany,Georgia,31701,"Dougherty County, Georgia",South,2009-08-01 00:00:00,Individual,Male,45,36-55,Divorced,0,36-55,Divorced,54 South Rue,45.0,Albany,"Dougherty County, Georgia",Male,3376.0,Alexander Mould,South,2009-08-01,Georgia,Individual,31701,,,,,0,,
3377,Daron Vinton,369 Union Tunnel,Costa Mesa,California,92628,"Orange County, California",West,2010-02-24 00:00:00,Individual,Male,24,18-35,Widowed,0,18-35,Widowed,369 Union Tunnel,24.0,Costa Mesa,"Orange County, California",Male,3377.0,Daron Vinton,West,2010-02-24,California,Individual,92628,,,,,0,,
3379,Carmen Grey,792 Tiptree Route,Eagan,Minnesota,55122,"Dakota County, Minnesota",Midwest,2011-09-28 00:00:00,Individual,Female,26,18-35,Married,1,18-35,Married,792 Tiptree Route,26.0,Eagan,"Dakota County, Minnesota",Female,3379.0,Carmen Grey,Midwest,2011-09-28,Minnesota,Individual,55122,9.0,16.0,1.0,,1,,
3380,Erica Buckley,207 Magnolia Rue,East Orange,New Jersey,07017,"Essex County, New Jersey",East,2008-09-20 00:00:00,Individual,Female,28,18-35,Married,0,18-35,Married,207 Magnolia Rue,28.0,East Orange,"Essex County, New Jersey",Female,3380.0,Erica Buckley,East,2008-09-20,New Jersey,Individual,07017,,,,,0,,
3381,Noah Rust,230 Edwin Rue,Bend,Oregon,97701,"Deschutes County, Oregon",West,2016-08-25 00:00:00,Individual,Male,53,36-55,Single,0,36-55,Single,230 Edwin Rue,53.0,Bend,"Deschutes County, Oregon",Male,3381.0,Noah Rust,West,2016-08-25,Oregon,Individual,97701,,,,,0,,
3383,Karla Morgan,51 Spruce Avenue,Birmingham,Alabama,35203,"Jefferson County, Alabama",South,2006-11-12 00:00:00,Individual,Female,27,18-35,Widowed,1,18-35,Widowed,51 Spruce Avenue,27.0,Birmingham,"Jefferson County, Alabama",Female,3383.0,Karla Morgan,South,2006-11-12,Alabama,Individual,35203,11.0,3.0,1.0,at_risk,1,,
3389,Mavis Bright,12 Blackheath Rue,Huntsville,Alabama,35813,"Limestone County, Alabama",South,2005-12-18 00:00:00,Individual,Female,40,36-55,Single,0,36-55,Single,12 Blackheath Rue,40.0,Huntsville,"Limestone County, Alabama",Female,3389.0,Mavis Bright,South,2005-12-18,Alabama,Individual,35813,,,,,0,,
3391,Angelina Gibson,163 Bekesbourne Pass,Albany,Georgia,31701,"Dougherty County, Georgia",South,2009-04-03 00:00:00,Individual,Female,26,18-35,Divorced,1,18-35,Divorced,163 Bekesbourne Pass,26.0,Albany,"Dougherty County, Georgia",Female,3391.0,Angelina Gibson,South,2009-04-03,Georgia,Individual,31701,6.0,23.0,0.0,platinum_member,1,,
3393,Keira Mcguire,155 Besson Vale,Pasadena,California,91103,"Los Angeles County, California",West,2019-04-04 00:00:00,Individual,Female,52,36-55,Married,1,36-55,Married,155 Besson Vale,52.0,Pasadena,"Los Angeles County, California",Female,3393.0,Keira Mcguire,West,2019-04-04,California,Individual,91103,10.0,22.0,0.0,platinum_member,1,,
3395,Sabina Payne,384 Bloomsbury Rue,Jackson,Mississippi,39205,"Hinds County, Mississippi",South,2025-08-04 00:00:00,Individual,Female,42,36-55,Single,0,36-55,Single,384 Bloomsbury Rue,42.0,Jackson,"Hinds County, Mississippi",Female,3395.0,Sabina Payne,South,2025-08-04,Mississippi,Individual,39205,,,,,0,,
3397,Camden Carter,457 Chambers Route,Quincy,Massachusetts,02169,"Norfolk County, Massachusetts",East,2007-04-21 00:00:00,Individual,Female,53,36-55,Widowed,0,36-55,Widowed,457 Chambers Route,53.0,Quincy,"Norfolk County, Massachusetts",Female,3397.0,Camden Carter,East,2007-04-21,Massachusetts,Individual,02169,,,,,0,,
3399,Julius Lindop,279 Thorndike Road,Springfield,Massachusetts,01101,"Hampden County, Massachusetts",East,2011-08-28 00:00:00,Individual,Male,47,36-55,Single,1,36-55,Single,279 Thorndike Road,47.0,Springfield,"Hampden County, Massachusetts",Male,3399.0,Julius Lindop,East,2011-08-28,Massachusetts,Individual,01101,2.0,18.0,0.0,at_risk,1,,
3400,Mya May,570 Chambers Tunnel,Berkeley,California,94704,"Alameda County, California",West,2021-06-03 00:00:00,Individual,Female,37,36-55,Single,0,36-55,Single,570 Chambers Tunnel,37.0,Berkeley,"Alameda County, California",Female,3400.0,Mya May,West,2021-06-03,California,Individual,94704,,,,,0,,
3401,Henry Coll,118 Walnut Street,Glendale,California,91205,"Los Angeles County, California",West,2010-10-29 00:00:00,Individual,Male,55,36-55,Widowed,1,36-55,Widowed,118 Walnut Street,55.0,Glendale,"Los Angeles County, California",Male,3401.0,Henry Coll,West,2010-10-29,California,Individual,91205,6.0,3.0,0.0,at_risk,1,,
3403,Madelyn Swan,866 Buttonwood Grove,Downey,California,90241,"Los Angeles County, California",West,2020-01-03 00:00:00,Individual,Female,29,18-35,Divorced,1,18-35,Divorced,866 Buttonwood Grove,29.0,Downey,"Los Angeles County, California",Female,3403.0,Madelyn Swan,West,2020-01-03,California,Individual,90241,4.0,2.0,1.0,platinum_member,1,,
3404,Rick Jenkins,978 Collingwood Rue,Baton Rouge,Louisiana,70826,"East Baton Rouge Parish, Louisiana",South,2014-06-17 00:00:00,Individual,Male,25,18-35,Divorced,0,18-35,Divorced,978 Collingwood Rue,25.0,Baton Rouge,"East Baton Rouge Parish, Louisiana",Male,3404.0,Rick Jenkins,South,2014-06-17,Louisiana,Individual,70826,,,,,0,,
3405,Nicholas Ashley,758 Blackheath Lane,Lubbock,Texas,79402,"Lubbock County, Texas",Southwest,2011-12-29 00:00:00,Individual,Male,44,36-55,Single,0,36-55,Single,758 Blackheath Lane,44.0,Lubbock,"Lubbock County, Texas",Male,3405.0,Nicholas Ashley,Southwest,2011-12-29,Texas,Individual,79402,,,,,0,,
3406,Dasha Haines,129 Angrave Crossroad,Tempe,Arizona,85282,"Maricopa County, Arizona",Southwest,2009-04-15 00:00:00,Individual,Female,44,36-55,Single,0,36-55,Single,129 Angrave Crossroad,44.0,Tempe,"Maricopa County, Arizona",Female,3406.0,Dasha Haines,Southwest,2009-04-15,Arizona,Individual,85282,,,,,0,,
3407,Carla Allen,94 Western Route,Columbus,Ohio,43216,"Delaware County, Ohio",Midwest,2017-11-07 00:00:00,Individual,Female,22,18-35,Married,1,18-35,Married,94 Western Route,22.0,Columbus,"Delaware County, Ohio",Female,3407.0,Carla Allen,Midwest,2017-11-07,Ohio,Individual,43216,12.0,26.0,0.0,at_risk,1,,
3409,Benjamin Uttridge,741 Lexington Vale,Harlingen,Texas,78550,"Cameron County, Texas",Southwest,2024-06-13 00:00:00,Individual,Male,39,36-55,Single,0,36-55,Single,741 Lexington Vale,39.0,Harlingen,"Cameron County, Texas",Male,3409.0,Benjamin Uttridge,Southwest,2024-06-13,Texas,Individual,78550,,,,,0,,
3410,Penny Snow,943 Camden Vale,Asheville,North Carolina,28801,"Buncombe County, North Carolina",South,2024-12-23 00:00:00,Individual,Female,43,36-55,Single,1,36-55,Single,943 Camden Vale,43.0,Asheville,"Buncombe County, North Carolina",Female,3410.0,Penny Snow,South,2024-12-23,North Carolina,Individual,28801,3.0,13.0,0.0,platinum_member,1,,
3413,Alexa Bailey,205 Coley Way,Lewisville,Texas,75029,"Dallas County, Texas",Southwest,2008-04-20 00:00:00,Individual,Female,49,36-55,Divorced,1,36-55,Divorced,205 Coley Way,49.0,Lewisville,"Dallas County, Texas",Female,3413.0,Alexa Bailey,Southwest,2008-04-20,Texas,Individual,75029,8.0,24.0,0.0,,1,,
3415,Noah Upsdell,659 Blenkarne Vale,Newport News,Virginia,23501,"Newport News City, Virginia",East,2016-07-15 00:00:00,Individual,Male,46,36-55,Married,1,36-55,Married,659 Blenkarne Vale,46.0,Newport News,"Newport News City, Virginia",Male,3415.0,Noah Upsdell,East,2016-07-15,Virginia,Individual,23501,11.0,19.0,0.0,at_risk,1,,
3417,Javier Rowe,468 Baltic Grove,Tempe,Arizona,85282,"Maricopa County, Arizona",Southwest,2006-03-04 00:00:00,Individual,Male,29,18-35,Married,0,18-35,Married,468 Baltic Grove,29.0,Tempe,"Maricopa County, Arizona",Male,3417.0,Javier Rowe,Southwest,2006-03-04,Arizona,Individual,85282,,,,,0,,
3418,Erica Patel,20 Castile Pass,South Gate,California,90280,"Los Angeles County, California",West,2020-10-08 00:00:00,Individual,Female,26,18-35,Single,0,18-35,Single,20 Castile Pass,26.0,South Gate,"Los Angeles County, California",Female,3418.0,Erica Patel,West,2020-10-08,California,Individual,90280,,,,,0,,
3421,Freya Hardwick,918 Bede Rue,Downey,California,90241,"Los Angeles County, California",West,2009-02-11 00:00:00,Individual,Female,58,56+,Married,0,56+,Married,918 Bede Rue,58.0,Downey,"Los Angeles County, California",Female,3421.0,Freya Hardwick,West,2009-02-11,California,Individual,90241,,,,,0,,
3422,Phillip Hamilton,200 Bliss Boulevard,Plantation,Florida,33313,"Broward County, Florida",South,2018-12-15 00:00:00,Individual,Male,23,18-35,Married,0,18-35,Married,200 Bliss Boulevard,23.0,Plantation,"Broward County, Florida",Male,3422.0,Phillip Hamilton,South,2018-12-15,Florida,Individual,33313,,,,,0,,
3424,Fred Villiger,374 Boadicea Lane,Hillsboro,Oregon,97123,"Washington County, Oregon",West,2009-11-26 00:00:00,Individual,Male,23,18-35,Married,0,18-35,Married,374 Boadicea Lane,23.0,Hillsboro,"Washington County, Oregon",Male,3424.0,Fred Villiger,West,2009-11-26,Oregon,Individual,97123,,,,,0,,
3425,Johnny Furnell,368 Balfour Hill,Yonkers,New York,10701,"Westchester County, New York",East,2006-10-04 00:00:00,Individual,Male,30,18-35,Single,0,18-35,Single,368 Balfour Hill,30.0,Yonkers,"Westchester County, New York",Male,3425.0,Johnny Furnell,East,2006-10-04,New York,Individual,10701,,,,,0,,
3427,Andrea Drew,778 Geary Grove,Ann Arbor,Michigan,48104,"Washtenaw County, Michigan",Midwest,2010-05-17 00:00:00,Individual,Female,45,36-55,Divorced,1,36-55,Divorced,778 Geary Grove,45.0,Ann Arbor,"Washtenaw County, Michigan",Female,3427.0,Andrea Drew,Midwest,2010-05-17,Michigan,Individual,48104,3.0,5.0,0.0,at_risk,1,,
3429,Mason Ross,473 Chandos Hill,Harlingen,Texas,78550,"Cameron County, Texas",Southwest,2014-10-24 00:00:00,Individual,Male,28,18-35,Single,0,18-35,Single,473 Chandos Hill,28.0,Harlingen,"Cameron County, Texas",Male,3429.0,Mason Ross,Southwest,2014-10-24,Texas,Individual,78550,,,,,0,,
3431,Caydence James,788 Arundel Walk,Bethlehem,Pennsylvania,18015,"Lehigh County, Pennsylvania",East,2020-12-28 00:00:00,Individual,Female,45,36-55,Single,1,36-55,Single,788 Arundel Walk,45.0,Bethlehem,"Lehigh County, Pennsylvania",Female,3431.0,Caydence James,East,2020-12-28,Pennsylvania,Individual,18015,7.0,31.0,0.0,at_risk,1,,
3433,Denis Gilbert,506 Coborn Lane,Vallejo,California,94590,"Solano County, California",West,2023-10-02 00:00:00,Individual,Male,48,36-55,Widowed,0,36-55,Widowed,506 Coborn Lane,48.0,Vallejo,"Solano County, California",Male,3433.0,Denis Gilbert,West,2023-10-02,California,Individual,94590,,,,,0,,
3434,Amy Eaton,181 Viscount Alley,Tulsa,Oklahoma,74107,"Osage County, Oklahoma",Southwest,2011-05-03 00:00:00,Individual,Female,21,18-35,Divorced,0,18-35,Divorced,181 Viscount Alley,21.0,Tulsa,"Osage County, Oklahoma",Female,3434.0,Amy Eaton,Southwest,2011-05-03,Oklahoma,Individual,74107,,,,,0,,
3435,Peter Miller,656 Elba Hill,Clovis,California,93611,"Fresno County, California",West,2016-10-04 00:00:00,Individual,Male,55,36-55,Widowed,0,36-55,Widowed,656 Elba Hill,55.0,Clovis,"Fresno County, California",Male,3435.0,Peter Miller,West,2016-10-04,California,Individual,93611,,,,,0,,
3437,Chadwick Clark,488 Callcott Avenue,Scottsdale,Arizona,85251,"Maricopa County, Arizona",Southwest,2024-02-21 00:00:00,Individual,Male,21,18-35,Widowed,1,18-35,Widowed,488 Callcott Avenue,21.0,Scottsdale,"Maricopa County, Arizona",Male,3437.0,Chadwick Clark,Southwest,2024-02-21,Arizona,Individual,85251,5.0,15.0,1.0,platinum_member,1,,
3439,Violet Blythe,394 Marina Way,Albany,New York,12201,"Albany County, New York",East,2008-04-06 00:00:00,Individual,Female,51,36-55,Divorced,1,36-55,Divorced,394 Marina Way,51.0,Albany,"Albany County, New York",Female,3439.0,Violet Blythe,East,2008-04-06,New York,Individual,12201,5.0,12.0,0.0,platinum_member,1,,
