Salesperson Key,Salesperson Name,Store Key,Tier,Hire Date,Employment Status,Termination Date,Tenure Years,Commission Rate
598,Barbara Davis,302,Lead,2017-06-06 00:00:00,Active,,8.36,0.06
599,Margaret Hall,115,Ambassador,2020-03-07 00:00:00,Terminated,2025-07-29 00:00:00,5.61,0.035
600,Gary Davis,115,Cashier,2021-09-06 00:00:00,Active,,4.11,0.015
601,Timothy Cox,115,Cashier,2023-02-26 00:00:00,Active,,2.64,0.0125
602,William Hill,115,Cashier,2018-04-09 00:00:00,Active,,7.52,0.0175
603,Sharon Morales,115,Cashier,2024-10-28 00:00:00,Active,,0.97,0.01
604,Helen Perez,115,Ambassador,2023-05-11 00:00:00,Active,,2.43,0.025
605,Kenneth Cox,115,Cashier,2024-09-10 00:00:00,Active,,1.1,0.0125
606,Donna Howard,443,Cashier,2021-05-03 00:00:00,Terminated,2022-04-22 00:00:00,4.45,0.015
607,Larry Clark,443,Cashier,2022-05-30 00:00:00,Active,,3.38,0.015
608,Kimberly Ward,443,Cashier,2025-03-12 00:00:00,Terminated,2025-08-10 00:00:00,0.6,0.01
609,Shirley Adams,443,Cashier,2023-11-28 00:00:00,Active,,1.88,0.0125
610,Jeffrey Baker,443,Ambassador,2021-10-14 00:00:00,Active,,4.01,0.03
611,Deborah Ramos,443,Senior Ambassador,2023-12-25 00:00:00,Active,,1.81,0.035
612,Paul Lee,443,Cashier,2019-09-09 00:00:00,Terminated,2024-10-13 00:00:00,6.1,0.0175
613,Jessica Smith,734,Ambassador,2022-11-30 00:00:00,Terminated,2023-02-11 00:00:00,2.88,0.025
614,Kenneth Young,734,Ambassador,2024-06-07 00:00:00,Active,,1.36,0.025
615,Shirley Kim,734,Cashier,2014-11-11 00:00:00,Active,,10.93,0.0175
616,Jonathan Bailey,734,Cashier,2022-08-01 00:00:00,Active,,3.21,0.015
617,Melissa Walker,734,Cashier,2021-08-11 00:00:00,Terminated,2023-04-07 00:00:00,4.18,0.015
618,Jason Taylor,734,Ambassador,2023-09-05 00:00:00,Active,,2.11,0.025
619,Sandra Murphy,734,Ambassador,2023-12-02 00:00:00,Active,,1.87,0.025
620,Mary Edwards,734,Senior Ambassador,2022-11-28 00:00:00,Terminated,2024-02-28 00:00:00,2.88,0.035
621,Jeffrey Cruz,734,Ambassador,2024-08-08 00:00:00,Active,,1.19,0.025
622,Patricia Nguyen,734,Cashier,2019-09-13 00:00:00,Terminated,2023-04-23 00:00:00,6.09,0.0175
623,Jennifer Harris,895,Ambassador,2019-05-04 00:00:00,Active,,6.45,0.035
624,Brandon White,895,Ambassador,2018-02-05 00:00:00,Active,,7.69,0.035
625,Karen Ramos,895,Cashier,2020-06-17 00:00:00,Active,,5.33,0.0175
626,Elizabeth Lee,895,Cashier,2025-03-18 00:00:00,Terminated,2025-07-06 00:00:00,0.58,0.01
627,David Carter,895,Cashier,2015-12-19 00:00:00,Terminated,2025-08-29 00:00:00,9.83,0.0175
628,George Walker,895,Ambassador,2021-01-20 00:00:00,Terminated,2022-07-10 00:00:00,4.74,0.03
629,Elizabeth Mitchell,895,Cashier,2017-10-24 00:00:00,Active,,7.98,0.0175
630,Nicole Roberts,895,Cashier,2021-10-30 00:00:00,Active,,3.96,0.015
631,Amanda Allen,895,Cashier,2019-02-28 00:00:00,Terminated,2025-09-06 00:00:00,6.63,0.0175
632,Steven Sanchez,895,Lead,2017-12-24 00:00:00,Terminated,2022-04-15 00:00:00,7.81,0.06
633,Mary Morales,895,Cashier,2016-05-21 00:00:00,Active,,9.4,0.0175
634,Sharon Morgan,201,Cashier,2018-07-07 00:00:00,Active,,7.28,0.0175
635,Donald Ramirez,201,Cashier,2025-03-18 00:00:00,Terminated,2025-03-30 00:00:00,0.58,0.01
636,Brenda Edwards,201,Lead,2012-11-14 00:00:00,Active,,12.92,0.06
637,Anna Clark,201,Cashier,2023-02-03 00:00:00,Active,,2.7,0.0125
638,Deborah Taylor,201,Senior Ambassador,2022-11-25 00:00:00,Active,,2.89,0.035
639,Stephen Murphy,201,Cashier,2024-06-18 00:00:00,Terminated,2024-10-19 00:00:00,1.33,0.0125
640,Dorothy Clark,741,Senior Ambassador,2020-10-14 00:00:00,Active,,5.01,0.045
641,Emma Thompson,741,Cashier,2021-01-28 00:00:00,Active,,4.72,0.015
642,Joseph Brown,741,Cashier,2023-04-23 00:00:00,Terminated,2024-01-24 00:00:00,2.48,0.0125
643,Angela Davis,741,Ambassador,2020-10-10 00:00:00,Terminated,2025-06-09 00:00:00,5.02,0.035
644,Jessica Williams,741,Ambassador,2020-10-14 00:00:00,Active,,5.01,0.035
645,Kimberly Roberts,741,Lead,2019-11-13 00:00:00,Active,,5.93,0.06
646,Scott Ward,741,Ambassador,2025-04-13 00:00:00,Active,,0.51,0.02
647,William Thomas,741,Ambassador,2024-01-23 00:00:00,Active,,1.73,0.025
648,Jessica Baker,664,Senior Ambassador,2021-03-18 00:00:00,Active,,4.58,0.04
649,Kenneth Morgan,664,Cashier,2021-11-03 00:00:00,Active,,3.95,0.015
650,Nancy Stewart,664,Cashier,2024-05-13 00:00:00,Terminated,2025-10-02 00:00:00,1.43,0.0125
651,Paul Rogers,664,Ambassador,2025-07-15 00:00:00,Active,,0.26,0.02
652,Pamela Perez,664,Ambassador,2023-07-14 00:00:00,Active,,2.26,0.025
653,Joseph Ramos,664,Senior Ambassador,2024-09-01 00:00:00,Active,,1.12,0.035
654,Elizabeth Richardson,664,Senior Ambassador,2024-02-03 00:00:00,Active,,1.7,0.035
655,Sharon Wilson,664,Cashier,2019-09-09 00:00:00,Terminated,2021-11-01 00:00:00,6.1,0.0175
656,Jacob Flores,664,Senior Ambassador,2021-04-01 00:00:00,Active,,4.54,0.04
657,Michael Jones,664,Lead,2020-08-04 00:00:00,Terminated,2022-12-08 00:00:00,5.2,0.06
658,Margaret Lee,326,Ambassador,2017-06-23 00:00:00,Active,,8.32,0.035
659,Kenneth Gonzalez,326,Lead,2022-03-21 00:00:00,Terminated,2025-07-26 00:00:00,3.57,0.05
660,Kenneth Robinson,326,Ambassador,2021-09-03 00:00:00,Active,,4.12,0.03
661,Helen Flores,326,Cashier,2025-09-04 00:00:00,Active,,0.12,0.01
662,Matthew Thompson,326,Ambassador,2018-08-10 00:00:00,Active,,7.18,0.035
663,Joseph Wright,326,Cashier,2022-07-13 00:00:00,Active,,3.26,0.015
664,Cynthia Hernandez,561,Ambassador,2016-11-07 00:00:00,Terminated,2024-09-26 00:00:00,8.94,0.035
665,Charles Moore,561,Senior Ambassador,2021-02-19 00:00:00,Terminated,2023-12-02 00:00:00,4.65,0.04
666,Kenneth Morris,561,Cashier,2024-10-24 00:00:00,Active,,0.98,0.01
667,Sandra Ramos,561,Ambassador,2011-09-02 00:00:00,Active,,14.12,0.035
668,Daniel Martinez,561,Ambassador,2017-01-14 00:00:00,Active,,8.75,0.035
669,Justin Martinez,889,Ambassador,2017-03-07 00:00:00,Terminated,2017-05-30 00:00:00,8.61,0.035
670,Emily Walker,889,Cashier,2021-11-14 00:00:00,Active,,3.92,0.015
671,Elizabeth King,889,Ambassador,2025-07-29 00:00:00,Active,,0.22,0.02
672,Sarah Davis,889,Cashier,2014-10-31 00:00:00,Active,,10.96,0.0175
673,Deborah Mitchell,889,Ambassador,2015-01-21 00:00:00,Terminated,2023-04-16 00:00:00,10.74,0.035
674,James Williams,889,Cashier,2024-09-24 00:00:00,Active,,1.06,0.0125
675,Ashley Stewart,889,Cashier,2018-04-15 00:00:00,Active,,7.5,0.0175
676,Brenda Howard,83,Ambassador,2020-07-30 00:00:00,Active,,5.21,0.035
677,Stephen Cook,83,Ambassador,2023-03-03 00:00:00,Terminated,2025-01-31 00:00:00,2.62,0.025
678,Pamela Richardson,83,Ambassador,2020-11-22 00:00:00,Active,,4.9,0.03
679,Andrew Hall,83,Ambassador,2020-06-25 00:00:00,Terminated,2022-02-22 00:00:00,5.31,0.035
680,Jeffrey Taylor,83,Cashier,2023-08-17 00:00:00,Active,,2.17,0.0125
681,Linda Johnson,83,Cashier,2024-09-22 00:00:00,Active,,1.07,0.0125
682,Melissa Lewis,83,Ambassador,2021-09-27 00:00:00,Active,,4.05,0.03
683,David Diaz,83,Ambassador,2025-05-28 00:00:00,Active,,0.39,0.02
684,Melissa Turner,182,Ambassador,2016-03-03 00:00:00,Active,,9.62,0.035
685,Timothy Reed,182,Cashier,2015-09-17 00:00:00,Active,,10.08,0.0175
686,Jason Ramos,182,Ambassador,2018-08-12 00:00:00,Active,,7.18,0.035
687,Jonathan Parker,182,Cashier,2020-09-06 00:00:00,Active,,5.11,0.0175
688,Michael Hernandez,182,Cashier,2020-06-01 00:00:00,Active,,5.37,0.0175
689,Jessica Adams,972,Ambassador,2023-06-13 00:00:00,Terminated,2025-09-26 00:00:00,2.34,0.025
690,Michelle Morgan,972,Cashier,2022-02-14 00:00:00,Active,,3.67,0.015
691,Kimberly Wilson,972,Ambassador,2024-08-02 00:00:00,Active,,1.21,0.025
692,James Walker,972,Ambassador,2020-08-17 00:00:00,Terminated,2022-04-25 00:00:00,5.16,0.035
693,Nicole King,972,Senior Ambassador,2022-09-02 00:00:00,Active,,3.12,0.04
694,Eric Smith,12,Cashier,2025-02-19 00:00:00,Active,,0.65,0.01
695,Jacob Walker,12,Cashier,2025-07-12 00:00:00,Active,,0.26,0.01
696,Amy Davis,12,Cashier,2024-04-27 00:00:00,Active,,1.47,0.0125
697,Nicole Davis,12,Ambassador,2017-05-03 00:00:00,Active,,8.45,0.035
698,Nancy Turner,12,Ambassador,2017-08-27 00:00:00,Terminated,2025-04-19 00:00:00,8.14,0.035
699,Brenda Flores,12,Ambassador,2021-04-01 00:00:00,Active,,4.54,0.03
700,Donald Scott,973,Ambassador,2018-06-08 00:00:00,Active,,7.36,0.035
701,Jacob Taylor,973,Ambassador,2014-11-25 00:00:00,Active,,10.89,0.035
702,Charles Phillips,973,Cashier,2015-11-21 00:00:00,Active,,9.9,0.0175
703,George Hill,973,Senior Ambassador,2021-04-23 00:00:00,Active,,4.48,0.04
704,Patricia Nelson,973,Lead,2016-07-26 00:00:00,Active,,9.22,0.06
705,Ashley Morales,973,Cashier,2025-01-07 00:00:00,Active,,0.77,0.01
706,Kenneth Evans,973,Ambassador,2018-12-01 00:00:00,Active,,6.88,0.035
707,James Gonzalez,973,Ambassador,2025-06-20 00:00:00,Active,,0.32,0.02
708,Barbara Ramos,973,Ambassador,2020-05-12 00:00:00,Active,,5.43,0.035
709,Amanda Nguyen,973,Lead,2018-07-19 00:00:00,Active,,7.24,0.06
710,Amanda Moore,973,Cashier,2022-06-09 00:00:00,Active,,3.35,0.015
711,Lisa Howard,973,Senior Ambassador,2024-09-17 00:00:00,Active,,1.08,0.035
712,Deborah Flores,932,Senior Ambassador,2023-12-20 00:00:00,Active,,1.82,0.035
713,William Lee,932,Ambassador,2023-10-20 00:00:00,Active,,1.99,0.025
714,Jennifer Morris,932,Lead,2019-11-26 00:00:00,Terminated,2021-04-02 00:00:00,5.89,0.06
715,Jeffrey Stewart,932,Ambassador,2025-05-25 00:00:00,Terminated,2025-10-13 00:00:00,0.39,0.02
716,Eric Ramos,932,Cashier,2024-10-22 00:00:00,Active,,0.98,0.01
717,Edward Edwards,932,Cashier,2024-11-27 00:00:00,Terminated,2025-01-15 00:00:00,0.88,0.01
718,Robert Garcia,932,Cashier,2019-12-28 00:00:00,Active,,5.8,0.0175
719,Mary Martin,932,Lead,2019-11-21 00:00:00,Active,,5.9,0.06
720,Mary Gonzalez,932,Cashier,2025-01-25 00:00:00,Active,,0.72,0.01
721,Betty Lee,932,Lead,2022-04-09 00:00:00,Active,,3.52,0.05
722,Donna Hill,687,Cashier,2024-06-06 00:00:00,Active,,1.36,0.0125
723,Joseph Carter,687,Ambassador,2023-05-30 00:00:00,Active,,2.38,0.025
724,Margaret Nelson,687,Senior Ambassador,2019-03-15 00:00:00,Active,,6.59,0.045
725,Amy Cox,687,Ambassador,2025-03-14 00:00:00,Terminated,2025-05-22 00:00:00,0.59,0.02
726,Angela Lewis,687,Ambassador,2020-06-16 00:00:00,Active,,5.33,0.035
727,Patricia White,687,Ambassador,2022-03-26 00:00:00,Terminated,2024-11-01 00:00:00,3.56,0.03
728,Kevin Smith,687,Cashier,2023-07-20 00:00:00,Terminated,2025-01-10 00:00:00,2.24,0.0125
729,Timothy Rogers,687,Ambassador,2022-01-01 00:00:00,Active,,3.79,0.03
730,Thomas Taylor,613,Senior Ambassador,2023-07-20 00:00:00,Terminated,2025-02-17 00:00:00,2.24,0.035
731,Michelle Hall,613,Cashier,2020-01-08 00:00:00,Active,,5.77,0.0175
732,Jeffrey Scott,613,Ambassador,2022-12-06 00:00:00,Active,,2.86,0.025
733,Ashley Diaz,613,Ambassador,2019-11-16 00:00:00,Terminated,2022-11-29 00:00:00,5.92,0.035
734,Margaret Miller,613,Cashier,2023-06-12 00:00:00,Active,,2.35,0.0125
735,Linda Walker,613,Ambassador,2025-07-28 00:00:00,Terminated,2025-09-02 00:00:00,0.22,0.02
736,Robert Taylor,613,Cashier,2023-11-04 00:00:00,Terminated,2025-08-09 00:00:00,1.95,0.0125
737,Amy Scott,613,Cashier,2020-09-14 00:00:00,Active,,5.09,0.0175
738,Larry Bailey,613,Cashier,2025-03-26 00:00:00,Active,,0.56,0.01
739,Scott Torres,613,Cashier,2024-09-07 00:00:00,Terminated,2025-09-27 00:00:00,1.11,0.0125
740,Ryan Cruz,359,Cashier,2018-11-10 00:00:00,Terminated,2021-09-26 00:00:00,6.93,0.0175
741,Jason Flores,359,Ambassador,2013-08-02 00:00:00,Active,,12.21,0.035
742,Christopher Nelson,359,Cashier,2013-07-07 00:00:00,Terminated,2018-09-09 00:00:00,12.28,0.0175
743,Rebecca Thomas,359,Cashier,2012-07-03 00:00:00,Active,,13.29,0.0175
744,Mark Garcia,359,Cashier,2015-04-16 00:00:00,Terminated,2024-02-22 00:00:00,10.5,0.0175
745,Daniel Moore,359,Cashier,2012-03-03 00:00:00,Active,,13.62,0.0175
746,Kimberly Jones,527,Cashier,2017-11-23 00:00:00,Active,,7.9,0.0175
747,Angela Hernandez,527,Cashier,2024-09-13 00:00:00,Active,,1.09,0.0125
748,Donald Hill,527,Cashier,2022-09-27 00:00:00,Terminated,2023-08-25 00:00:00,3.05,0.015
749,Ronald Scott,527,Senior Ambassador,2018-09-24 00:00:00,Active,,7.06,0.045
750,Edward Allen,527,Senior Ambassador,2021-04-12 00:00:00,Active,,4.51,0.04
751,Linda Stewart,527,Ambassador,2017-10-03 00:00:00,Active,,8.04,0.035
752,Eric Taylor,527,Cashier,2021-01-27 00:00:00,Active,,4.72,0.015
753,Timothy Garcia,527,Cashier,2024-03-19 00:00:00,Active,,1.58,0.0125
754,Kimberly Reyes,527,Lead,2019-07-24 00:00:00,Terminated,2022-01-11 00:00:00,6.23,0.06
755,Ryan Sanchez,527,Ambassador,2018-11-18 00:00:00,Active,,6.91,0.035
756,Laura Morales,670,Ambassador,2024-03-06 00:00:00,Active,,1.61,0.025
757,Pamela Flores,670,Ambassador,2015-02-12 00:00:00,Active,,10.68,0.035
758,Cynthia Morgan,670,Cashier,2018-01-28 00:00:00,Active,,7.72,0.0175
759,Jason Gutierrez,670,Ambassador,2018-07-23 00:00:00,Active,,7.23,0.035
760,Joshua Ramos,670,Senior Ambassador,2021-05-12 00:00:00,Active,,4.43,0.04
761,Susan Mitchell,874,Cashier,2015-03-15 00:00:00,Terminated,2018-11-15 00:00:00,10.59,0.0175
762,Margaret Scott,874,Senior Ambassador,2022-06-03 00:00:00,Terminated,2023-11-28 00:00:00,3.37,0.04
763,Edward Anderson,874,Cashier,2017-12-10 00:00:00,Active,,7.85,0.0175
764,Brandon Murphy,874,Senior Ambassador,2023-06-03 00:00:00,Active,,2.37,0.035
765,Cynthia Reed,874,Lead,2015-02-13 00:00:00,Active,,10.67,0.06
766,Lisa Peterson,874,Cashier,2016-11-18 00:00:00,Active,,8.91,0.0175
767,Joseph Reyes,874,Ambassador,2015-10-22 00:00:00,Terminated,2018-05-02 00:00:00,9.99,0.035
768,Kathleen Campbell,874,Senior Ambassador,2023-03-25 00:00:00,Active,,2.56,0.035
769,Daniel Richardson,874,Cashier,2016-11-07 00:00:00,Terminated,2023-11-06 00:00:00,8.94,0.0175
770,James Nguyen,912,Ambassador,2020-09-16 00:00:00,Active,,5.08,0.035
771,Jeffrey Thomas,912,Ambassador,2025-06-06 00:00:00,Terminated,2025-07-23 00:00:00,0.36,0.02
772,Joshua Moore,912,Ambassador,2025-02-22 00:00:00,Terminated,2025-06-07 00:00:00,0.65,0.02
773,Michael Brown,912,Ambassador,2020-10-18 00:00:00,Active,,4.99,0.03
774,Jessica Richardson,912,Lead,2017-12-17 00:00:00,Active,,7.83,0.06
775,Matthew Garcia,912,Ambassador,2019-12-21 00:00:00,Active,,5.82,0.035
776,Edward Flores,912,Cashier,2017-11-15 00:00:00,Terminated,2019-08-22 00:00:00,7.92,0.0175
777,Ronald Howard,912,Ambassador,2017-12-27 00:00:00,Terminated,2021-10-22 00:00:00,7.8,0.035
778,Betty Ramos,912,Cashier,2024-09-06 00:00:00,Terminated,2025-09-05 00:00:00,1.11,0.0125
779,Amy Sanchez,912,Senior Ambassador,2019-08-03 00:00:00,Active,,6.2,0.045
780,Stephen Mitchell,200,Lead,2020-12-06 00:00:00,Active,,4.86,0.05
781,Kathleen King,200,Cashier,2013-09-20 00:00:00,Terminated,2019-03-11 00:00:00,12.07,0.0175
782,Jeffrey Lopez,200,Cashier,2025-06-04 00:00:00,Terminated,2025-09-30 00:00:00,0.37,0.01
783,Stephen Hernandez,200,Senior Ambassador,2015-03-06 00:00:00,Terminated,2023-01-17 00:00:00,10.62,0.045
784,Timothy Gonzalez,200,Cashier,2017-05-05 00:00:00,Active,,8.45,0.0175
785,Sarah Lee,200,Ambassador,2014-02-14 00:00:00,Active,,11.67,0.035
786,Jennifer Ramirez,200,Ambassador,2012-10-05 00:00:00,Active,,13.03,0.035
787,Edward Brown,200,Senior Ambassador,2017-08-17 00:00:00,Active,,8.16,0.045
788,Deborah Campbell,200,Ambassador,2019-07-07 00:00:00,Active,,6.28,0.035
789,Kimberly Hall,200,Cashier,2019-03-05 00:00:00,Terminated,2023-01-17 00:00:00,6.62,0.0175
790,Ryan Hernandez,200,Cashier,2023-01-05 00:00:00,Active,,2.78,0.0125
791,Margaret Morris,567,Lead,2015-04-13 00:00:00,Terminated,2024-03-11 00:00:00,10.51,0.06
792,Kenneth Taylor,567,Ambassador,2012-06-16 00:00:00,Active,,13.33,0.035
793,Gary Thomas,567,Senior Ambassador,2012-04-11 00:00:00,Active,,13.51,0.045
794,Melissa Thompson,567,Ambassador,2016-10-08 00:00:00,Active,,9.02,0.035
795,James Carter,567,Ambassador,2014-07-10 00:00:00,Active,,11.27,0.035
796,Anna Evans,567,Ambassador,2019-07-12 00:00:00,Active,,6.26,0.035
797,Kevin Peterson,567,Cashier,2022-10-24 00:00:00,Active,,2.98,0.0125
798,Anna Rogers,567,Ambassador,2018-11-05 00:00:00,Terminated,2023-04-14 00:00:00,6.95,0.035
799,Brian Nelson,108,Cashier,2016-06-14 00:00:00,Terminated,2022-05-08 00:00:00,9.34,0.0175
800,Nancy Ortiz,108,Ambassador,2017-11-12 00:00:00,Terminated,2019-09-09 00:00:00,7.93,0.035
801,Emma Martinez,108,Lead,2018-06-26 00:00:00,Active,,7.31,0.06
802,Michelle Ortiz,108,Lead,2022-02-22 00:00:00,Active,,3.65,0.05
803,James Sanchez,108,Cashier,2018-03-14 00:00:00,Active,,7.59,0.0175
804,Betty Morgan,801,Ambassador,2023-06-09 00:00:00,Active,,2.36,0.025
805,Kenneth Jackson,801,Cashier,2020-01-15 00:00:00,Active,,5.75,0.0175
806,Angela Walker,801,Senior Ambassador,2021-04-05 00:00:00,Active,,4.53,0.04
807,Christopher Richardson,801,Ambassador,2019-03-24 00:00:00,Active,,6.57,0.035
808,Robert Perez,801,Cashier,2022-06-18 00:00:00,Active,,3.33,0.015
809,Anna Moore,801,Ambassador,2020-07-14 00:00:00,Active,,5.26,0.035
810,Joseph Thompson,801,Cashier,2020-08-31 00:00:00,Active,,5.13,0.0175
811,Melissa Peterson,801,Cashier,2021-10-01 00:00:00,Active,,4.04,0.015
812,Cynthia Thomas,247,Cashier,2022-10-09 00:00:00,Active,,3.02,0.015
813,Helen Roberts,247,Cashier,2023-06-18 00:00:00,Active,,2.33,0.0125
814,Susan Williams,247,Cashier,2019-07-14 00:00:00,Active,,6.26,0.0175
815,William Martin,247,Cashier,2021-02-22 00:00:00,Active,,4.65,0.015
816,Mark Morgan,247,Senior Ambassador,2024-02-28 00:00:00,Active,,1.63,0.035
817,Betty Jones,247,Cashier,2022-12-18 00:00:00,Active,,2.83,0.0125
818,John Ramirez,247,Ambassador,2022-10-26 00:00:00,Active,,2.97,0.025
819,Steven Anderson,247,Ambassador,2022-03-23 00:00:00,Terminated,2024-09-07 00:00:00,3.57,0.03
820,Carol Clark,247,Cashier,2025-07-28 00:00:00,Terminated,2025-09-07 00:00:00,0.22,0.01
821,Michael Green,247,Cashier,2025-07-15 00:00:00,Terminated,2025-09-02 00:00:00,0.26,0.01
822,Ronald Peterson,367,Ambassador,2021-02-02 00:00:00,Terminated,2024-01-05 00:00:00,4.7,0.03
823,Ronald Campbell,367,Cashier,2021-01-14 00:00:00,Terminated,2024-12-18 00:00:00,4.75,0.015
824,Anna Wilson,367,Cashier,2022-12-07 00:00:00,Terminated,2024-08-25 00:00:00,2.86,0.0125
825,Joshua Davis,367,Cashier,2024-04-05 00:00:00,Terminated,2024-10-10 00:00:00,1.53,0.0125
826,Ronald Lewis,367,Cashier,2024-08-21 00:00:00,Active,,1.15,0.0125
827,Kimberly Cooper,367,Cashier,2023-08-01 00:00:00,Terminated,2025-09-23 00:00:00,2.21,0.0125
828,Matthew Rivera,367,Cashier,2023-05-30 00:00:00,Active,,2.38,0.0125
829,Margaret Richardson,367,Cashier,2021-04-16 00:00:00,Terminated,2025-05-15 00:00:00,4.5,0.015
830,Brenda Nguyen,367,Cashier,2023-06-23 00:00:00,Active,,2.32,0.0125
831,Jason Hernandez,367,Cashier,2023-08-06 00:00:00,Active,,2.2,0.0125
832,Mary Lee,367,Cashier,2022-04-03 00:00:00,Active,,3.54,0.015
833,James Morales,897,Ambassador,2025-09-30 00:00:00,Terminated,2025-10-12 00:00:00,0.04,0.02
834,Jacob Anderson,897,Senior Ambassador,2021-09-08 00:00:00,Active,,4.1,0.04
835,Carol Walker,897,Cashier,2021-07-03 00:00:00,Active,,4.29,0.015
836,Karen Ward,897,Cashier,2021-11-27 00:00:00,Active,,3.89,0.015
837,Jacob Morris,897,Ambassador,2020-10-05 00:00:00,Active,,5.03,0.035
838,Donna Cox,897,Cashier,2022-04-10 00:00:00,Active,,3.52,0.015
839,Joseph Martinez,897,Cashier,2021-01-20 00:00:00,Active,,4.74,0.015
840,Justin Reed,897,Cashier,2020-01-26 00:00:00,Terminated,2021-04-07 00:00:00,5.72,0.0175
841,Jonathan Gonzalez,897,Cashier,2022-11-19 00:00:00,Active,,2.91,0.0125
842,Christopher Lee,897,Ambassador,2024-03-03 00:00:00,Terminated,2025-08-20 00:00:00,1.62,0.025
843,Jessica Hill,981,Cashier,2025-04-16 00:00:00,Active,,0.5,0.01
844,Emily King,981,Cashier,2013-07-10 00:00:00,Active,,12.27,0.0175
845,Sarah Phillips,981,Cashier,2015-11-19 00:00:00,Terminated,2019-04-15 00:00:00,9.91,0.0175
846,Margaret Cox,981,Ambassador,2024-02-20 00:00:00,Terminated,2025-01-07 00:00:00,1.65,0.025
847,Anna Cruz,981,Cashier,2016-11-20 00:00:00,Active,,8.9,0.0175
848,Cynthia Ortiz,981,Senior Ambassador,2018-09-16 00:00:00,Terminated,2019-11-21 00:00:00,7.08,0.045
849,Jessica Hall,981,Cashier,2012-11-16 00:00:00,Active,,12.91,0.0175
850,Timothy Campbell,981,Lead,2022-02-02 00:00:00,Active,,3.7,0.05
851,Michelle Lee,981,Ambassador,2013-09-03 00:00:00,Active,,12.12,0.035
852,Carol Kim,981,Ambassador,2014-11-29 00:00:00,Terminated,2015-10-03 00:00:00,10.88,0.035
853,Jacob Ward,981,Cashier,2017-04-22 00:00:00,Active,,8.49,0.0175
854,Eric Perez,885,Ambassador,2021-06-14 00:00:00,Terminated,2021-07-17 00:00:00,4.34,0.03
855,Paul Johnson,885,Senior Ambassador,2015-01-29 00:00:00,Active,,10.71,0.045
856,Nicole Adams,885,Lead,2020-06-13 00:00:00,Active,,5.34,0.06
857,Jonathan Howard,885,Ambassador,2021-04-17 00:00:00,Active,,4.5,0.03
858,Laura Martinez,885,Ambassador,2021-11-19 00:00:00,Terminated,2022-06-13 00:00:00,3.91,0.03
859,Mary Davis,885,Senior Ambassador,2018-11-14 00:00:00,Active,,6.92,0.045
860,Elizabeth Harris,885,Cashier,2022-12-20 00:00:00,Terminated,2025-03-10 00:00:00,2.82,0.0125
861,George Morales,885,Senior Ambassador,2016-08-17 00:00:00,Terminated,2017-08-01 00:00:00,9.16,0.045
862,Angela Wright,885,Ambassador,2017-09-26 00:00:00,Active,,8.06,0.035
863,Robert Nguyen,885,Cashier,2018-07-23 00:00:00,Terminated,2024-04-11 00:00:00,7.23,0.0175
864,Susan Campbell,885,Ambassador,2022-06-22 00:00:00,Active,,3.32,0.03
865,Susan Kelly,885,Cashier,2018-04-12 00:00:00,Active,,7.51,0.0175
866,Emily Howard,557,Ambassador,2024-07-16 00:00:00,Active,,1.25,0.025
867,Kevin Flores,557,Cashier,2025-08-26 00:00:00,Active,,0.14,0.01
868,Anna Kim,557,Cashier,2020-07-27 00:00:00,Active,,5.22,0.0175
869,Jacob Cooper,557,Ambassador,2023-06-09 00:00:00,Active,,2.36,0.025
870,Ryan Harris,557,Lead,2020-11-21 00:00:00,Active,,4.9,0.05
871,Nicholas Reyes,557,Ambassador,2023-02-14 00:00:00,Active,,2.67,0.025
872,Sarah Cook,557,Lead,2022-05-07 00:00:00,Active,,3.44,0.05
873,Larry Moore,557,Senior Ambassador,2021-01-01 00:00:00,Terminated,2025-09-14 00:00:00,4.79,0.04
874,Richard Rodriguez,557,Cashier,2023-07-10 00:00:00,Active,,2.27,0.0125
875,Christopher Morales,557,Ambassador,2020-02-20 00:00:00,Active,,5.65,0.035
876,Mark Wilson,24,Senior Ambassador,2015-12-24 00:00:00,Active,,9.81,0.045
877,Paul Scott,24,Lead,2019-05-09 00:00:00,Active,,6.44,0.06
878,Donald Johnson,24,Ambassador,2022-12-11 00:00:00,Active,,2.85,0.025
879,Kevin Thomas,24,Ambassador,2016-11-30 00:00:00,Active,,8.88,0.035
880,Angela Martin,24,Cashier,2018-05-26 00:00:00,Active,,7.39,0.0175
881,Robert Cox,24,Cashier,2023-10-09 00:00:00,Active,,2.02,0.0125
882,Jennifer Reed,24,Cashier,2019-08-05 00:00:00,Active,,6.2,0.0175
883,Ryan Rogers,24,Cashier,2024-11-19 00:00:00,Terminated,2025-02-11 00:00:00,0.91,0.01
884,Amanda Ramos,24,Ambassador,2015-02-15 00:00:00,Active,,10.67,0.035
885,Jonathan Ramos,24,Senior Ambassador,2014-03-23 00:00:00,Terminated,2017-06-26 00:00:00,11.57,0.045
886,Barbara Cox,24,Senior Ambassador,2018-03-17 00:00:00,Active,,7.58,0.045
887,Lisa Robinson,576,Ambassador,2023-02-15 00:00:00,Active,,2.67,0.025
888,Anna Young,576,Cashier,2024-09-10 00:00:00,Active,,1.1,0.0125
889,Elizabeth Garcia,576,Cashier,2022-09-17 00:00:00,Active,,3.08,0.015
890,Cynthia Roberts,576,Cashier,2022-10-10 00:00:00,Active,,3.02,0.015
