Employee Key,Employee Name,Employee Type,Store Key,Store Area,Store Region,Reports To Key,Hire Date,Employment Status,Termination Date,Tenure Years,Compensation Type,Commission Rate,Annual Salary
931,Jennifer Evans,Lead,321.0,,,1752,2017-06-20 00:00:00,Active,,8.32,Commission,0.06,
932,Sandra Kelly,Cashier,321.0,,,1752,2020-03-17 00:00:00,Active,,5.58,Commission,0.0175,
933,Paul Stewart,Senior Ambassador,321.0,,,1752,2021-01-21 00:00:00,Active,,4.73,Commission,0.04,
934,Helen Garcia,Lead,321.0,,,1752,2013-02-09 00:00:00,Active,,12.68,Commission,0.06,
935,James Martinez,Cashier,647.0,,,1753,2020-08-20 00:00:00,Active,,5.16,Commission,0.0175,
936,Barbara Taylor,Cashier,647.0,,,1753,2022-04-17 00:00:00,Terminated,2024-05-15 00:00:00,3.5,Commission,0.015,
937,Gary Ramirez,Ambassador,647.0,,,1753,2017-10-29 00:00:00,Active,,7.96,Commission,0.035,
938,Nicholas Hill,Ambassador,647.0,,,1753,2022-12-25 00:00:00,Active,,2.81,Commission,0.025,
939,Deborah Allen,Senior Ambassador,647.0,,,1753,2022-12-23 00:00:00,Active,,2.81,Commission,0.035,
940,Sarah Collins,Cashier,647.0,,,1753,2019-12-14 00:00:00,Active,,5.84,Commission,0.0175,
941,Joseph Mitchell,Ambassador,647.0,,,1753,2022-10-25 00:00:00,Active,,2.98,Commission,0.025,
942,Mary Hall,Ambassador,974.0,,,1754,2020-06-09 00:00:00,Terminated,2023-02-10 00:00:00,5.35,Commission,0.035,
943,Edward Ramirez,Cashier,974.0,,,1754,2022-04-17 00:00:00,Terminated,2025-08-26 00:00:00,3.5,Commission,0.015,
944,Nicholas Murphy,Ambassador,974.0,,,1754,2019-05-03 00:00:00,Terminated,2021-04-02 00:00:00,6.46,Commission,0.035,
945,Sharon Turner,Cashier,974.0,,,1754,2025-07-05 00:00:00,Active,,0.28,Commission,0.01,
946,Shirley Morgan,Cashier,974.0,,,1754,2012-08-23 00:00:00,Terminated,2025-04-08 00:00:00,13.15,Commission,0.0175,
947,Cynthia Baker,Senior Ambassador,992.0,,,1755,2015-01-03 00:00:00,Active,,10.78,Commission,0.045,
948,Sharon Peterson,Senior Ambassador,992.0,,,1755,2018-07-15 00:00:00,Active,,7.26,Commission,0.045,
949,Donald Baker,Senior Ambassador,992.0,,,1755,2021-03-22 00:00:00,Active,,4.57,Commission,0.04,
950,Jason Phillips,Cashier,992.0,,,1755,2020-10-24 00:00:00,Active,,4.98,Commission,0.015,
951,Scott Davis,Cashier,992.0,,,1755,2021-08-12 00:00:00,Active,,4.18,Commission,0.015,
952,Edward Williams,Cashier,809.0,,,1756,2017-01-29 00:00:00,Active,,8.71,Commission,0.0175,
953,Nicholas Kelly,Ambassador,809.0,,,1756,2014-02-04 00:00:00,Active,,11.7,Commission,0.035,
954,Ashley Perez,Cashier,809.0,,,1756,2014-08-09 00:00:00,Terminated,2015-06-22 00:00:00,11.19,Commission,0.0175,
955,Eric Flores,Cashier,809.0,,,1756,2024-03-17 00:00:00,Active,,1.58,Commission,0.0125,
956,Mary Roberts,Lead,809.0,,,1756,2019-04-07 00:00:00,Active,,6.53,Commission,0.06,
957,Stephen Williams,Cashier,39.0,,,1757,2025-01-13 00:00:00,Active,,0.76,Commission,0.01,
958,Brian Edwards,Ambassador,39.0,,,1757,2023-04-02 00:00:00,Active,,2.54,Commission,0.025,
959,Helen Reed,Ambassador,39.0,,,1757,2014-10-03 00:00:00,Active,,11.04,Commission,0.035,
960,Christopher Robinson,Ambassador,39.0,,,1757,2013-07-19 00:00:00,Active,,12.24,Commission,0.035,
961,Amanda Wilson,Ambassador,39.0,,,1757,2024-11-04 00:00:00,Active,,0.95,Commission,0.02,
962,Robert Phillips,Senior Ambassador,39.0,,,1757,2017-05-10 00:00:00,Terminated,2021-05-28 00:00:00,8.44,Commission,0.045,
963,Christopher Perez,Senior Ambassador,39.0,,,1757,2023-07-14 00:00:00,Active,,2.26,Commission,0.035,
964,Joseph Moore,Ambassador,571.0,,,1758,2023-07-15 00:00:00,Terminated,2025-05-26 00:00:00,2.26,Commission,0.025,
965,Daniel White,Cashier,571.0,,,1758,2023-05-31 00:00:00,Active,,2.38,Commission,0.0125,
966,Carol Bailey,Cashier,571.0,,,1758,2023-07-20 00:00:00,Active,,2.24,Commission,0.0125,
967,John Nelson,Cashier,571.0,,,1758,2025-07-18 00:00:00,Active,,0.25,Commission,0.01,
968,Nicole Clark,Cashier,571.0,,,1758,2023-01-12 00:00:00,Active,,2.76,Commission,0.0125,
969,Rebecca Ortiz,Cashier,502.0,,,1759,2021-10-19 00:00:00,Active,,3.99,Commission,0.015,
970,Shirley Young,Cashier,502.0,,,1759,2021-08-19 00:00:00,Active,,4.16,Commission,0.015,
971,Emma Hernandez,Ambassador,502.0,,,1759,2021-05-15 00:00:00,Active,,4.42,Commission,0.03,
972,Mark Walker,Ambassador,502.0,,,1759,2023-08-21 00:00:00,Active,,2.16,Commission,0.025,
973,Kevin Cooper,Senior Ambassador,502.0,,,1759,2022-05-22 00:00:00,Terminated,2024-09-07 00:00:00,3.4,Commission,0.04,
974,Mark Carter,Ambassador,502.0,,,1759,2024-04-03 00:00:00,Terminated,2025-03-14 00:00:00,1.54,Commission,0.025,
975,Jessica Diaz,Ambassador,204.0,,,1760,2023-10-16 00:00:00,Active,,2.0,Commission,0.025,
976,Anna Thompson,Cashier,204.0,,,1760,2017-08-03 00:00:00,Terminated,2019-11-17 00:00:00,8.2,Commission,0.0175,
977,Lisa Hernandez,Cashier,204.0,,,1760,2019-02-20 00:00:00,Active,,6.65,Commission,0.0175,
978,Karen Lewis,Ambassador,204.0,,,1760,2022-08-11 00:00:00,Active,,3.18,Commission,0.03,
979,Patricia Allen,Cashier,204.0,,,1760,2018-02-28 00:00:00,Active,,7.63,Commission,0.0175,
980,Christopher Turner,Senior Ambassador,204.0,,,1760,2020-05-07 00:00:00,Active,,5.44,Commission,0.045,
981,Ronald Ward,Ambassador,204.0,,,1760,2014-03-01 00:00:00,Terminated,2015-03-31 00:00:00,11.63,Commission,0.035,
982,Donald Phillips,Cashier,204.0,,,1760,2018-07-25 00:00:00,Active,,7.23,Commission,0.0175,
983,John Ramos,Cashier,204.0,,,1760,2021-07-09 00:00:00,Terminated,2021-09-16 00:00:00,4.27,Commission,0.015,
984,Andrew Reed,Ambassador,821.0,,,1761,2021-09-06 00:00:00,Active,,4.11,Commission,0.03,
985,Gary Rivera,Cashier,821.0,,,1761,2020-11-28 00:00:00,Active,,4.88,Commission,0.015,
986,Stephen Lee,Cashier,821.0,,,1761,2024-01-31 00:00:00,Active,,1.71,Commission,0.0125,
987,Rebecca Morgan,Ambassador,821.0,,,1761,2020-12-16 00:00:00,Active,,4.83,Commission,0.03,
988,Shirley Lewis,Cashier,821.0,,,1761,2022-03-30 00:00:00,Active,,3.55,Commission,0.015,
989,Anna Turner,Cashier,324.0,,,1762,2019-05-06 00:00:00,Active,,6.45,Commission,0.0175,
990,Nicole Lopez,Ambassador,324.0,,,1762,2019-12-07 00:00:00,Terminated,2020-09-05 00:00:00,5.86,Commission,0.035,
991,Charles Diaz,Ambassador,324.0,,,1762,2023-03-01 00:00:00,Terminated,2025-03-01 00:00:00,2.63,Commission,0.025,
992,Barbara Murphy,Ambassador,324.0,,,1762,2025-07-12 00:00:00,Active,,0.26,Commission,0.02,
993,Sarah Sanchez,Cashier,324.0,,,1762,2025-05-29 00:00:00,Active,,0.38,Commission,0.01,
994,Deborah Lopez,Cashier,324.0,,,1762,2024-09-06 00:00:00,Terminated,2025-07-03 00:00:00,1.11,Commission,0.0125,
995,Amy Mitchell,Ambassador,674.0,,,1763,2016-01-02 00:00:00,Active,,9.79,Commission,0.035,
996,Brian Adams,Senior Ambassador,674.0,,,1763,2023-01-17 00:00:00,Active,,2.75,Commission,0.035,
997,Barbara Gomez,Ambassador,674.0,,,1763,2025-05-12 00:00:00,Active,,0.43,Commission,0.02,
998,Eric Hernandez,Ambassador,674.0,,,1763,2023-10-28 00:00:00,Active,,1.97,Commission,0.025,
999,Ronald Nelson,Cashier,674.0,,,1763,2014-12-27 00:00:00,Active,,10.8,Commission,0.0175,
1000,Thomas Ward,Ambassador,674.0,,,1763,2021-02-16 00:00:00,Active,,4.66,Commission,0.03,
1001,Joshua Lewis,Ambassador,674.0,,,1763,2021-12-21 00:00:00,Active,,3.82,Commission,0.03,
1002,Deborah Ward,Cashier,674.0,,,1763,2024-01-28 00:00:00,Active,,1.72,Commission,0.0125,
1003,Brandon Ramos,Lead,674.0,,,1763,2019-11-23 00:00:00,Active,,5.9,Commission,0.06,
1004,Jennifer Smith,Senior Ambassador,674.0,,,1763,2020-01-09 00:00:00,Active,,5.77,Commission,0.045,
1005,Anthony Morgan,Ambassador,674.0,,,1763,2018-05-27 00:00:00,Terminated,2023-06-13 00:00:00,7.39,Commission,0.035,
1006,Paul Torres,Cashier,674.0,,,1763,2020-02-01 00:00:00,Active,,5.71,Commission,0.0175,
1007,Nicole Miller,Senior Ambassador,591.0,,,1764,2011-08-12 00:00:00,Active,,14.18,Commission,0.045,
1008,Nicole Johnson,Lead,591.0,,,1764,2011-11-29 00:00:00,Active,,13.88,Commission,0.06,
1009,Matthew Morgan,Senior Ambassador,591.0,,,1764,2016-11-19 00:00:00,Terminated,2023-04-22 00:00:00,8.91,Commission,0.045,
1010,Nancy Peterson,Cashier,591.0,,,1764,2020-07-25 00:00:00,Active,,5.23,Commission,0.0175,
1011,Betty Jackson,Cashier,591.0,,,1764,2019-05-30 00:00:00,Active,,6.38,Commission,0.0175,
1012,Elizabeth Carter,Senior Ambassador,591.0,,,1764,2024-03-25 00:00:00,Terminated,2025-01-09 00:00:00,1.56,Commission,0.035,
1013,Jason Smith,Ambassador,591.0,,,1764,2013-09-01 00:00:00,Terminated,2021-11-01 00:00:00,12.12,Commission,0.035,
1014,James Rogers,Lead,591.0,,,1764,2020-01-22 00:00:00,Active,,5.73,Commission,0.06,
1015,Cynthia Taylor,Cashier,591.0,,,1764,2025-08-16 00:00:00,Active,,0.17,Commission,0.01,
1016,Eric Green,Cashier,591.0,,,1764,2014-04-23 00:00:00,Terminated,2021-03-26 00:00:00,11.48,Commission,0.0175,
1017,Steven Morris,Cashier,281.0,,,1765,2024-11-04 00:00:00,Active,,0.95,Commission,0.01,
1018,Michael Wright,Cashier,281.0,,,1765,2021-10-21 00:00:00,Active,,3.99,Commission,0.015,
1019,Pamela Smith,Cashier,281.0,,,1765,2022-08-15 00:00:00,Active,,3.17,Commission,0.015,
1020,Donna White,Lead,281.0,,,1765,2022-07-21 00:00:00,Active,,3.24,Commission,0.05,
1021,Scott Perez,Cashier,281.0,,,1765,2020-11-04 00:00:00,Active,,4.95,Commission,0.015,
1022,Ashley Anderson,Cashier,281.0,,,1765,2024-02-10 00:00:00,Active,,1.68,Commission,0.0125,
1023,Jennifer Turner,Cashier,281.0,,,1765,2020-08-18 00:00:00,Active,,5.16,Commission,0.0175,
1024,Joshua Hill,Cashier,281.0,,,1765,2022-06-07 00:00:00,Terminated,2025-08-12 00:00:00,3.36,Commission,0.015,
1025,Timothy Edwards,Ambassador,281.0,,,1765,2024-05-20 00:00:00,Active,,1.41,Commission,0.025,
1026,Justin Garcia,Ambassador,281.0,,,1765,2021-07-21 00:00:00,Active,,4.24,Commission,0.03,
1027,Brian Gonzalez,Senior Ambassador,790.0,,,1766,2019-02-17 00:00:00,Terminated,2022-08-26 00:00:00,6.66,Commission,0.045,
1028,Thomas Clark,Lead,790.0,,,1766,2017-06-30 00:00:00,Active,,8.3,Commission,0.06,
1029,Richard Robinson,Senior Ambassador,790.0,,,1766,2017-09-02 00:00:00,Active,,8.12,Commission,0.045,
1030,Michelle Evans,Ambassador,790.0,,,1766,2022-04-13 00:00:00,Active,,3.51,Commission,0.03,
1031,Amy Hall,Senior Ambassador,790.0,,,1766,2016-09-13 00:00:00,Active,,9.09,Commission,0.045,
1032,Kathleen Walker,Ambassador,815.0,,,1767,2023-02-02 00:00:00,Active,,2.7,Commission,0.025,
1033,Edward Cruz,Cashier,815.0,,,1767,2024-05-15 00:00:00,Terminated,2024-05-19 00:00:00,1.42,Commission,0.0125,
1034,Daniel Cruz,Ambassador,815.0,,,1767,2018-08-15 00:00:00,Active,,7.17,Commission,0.035,
1035,Betty Martin,Ambassador,815.0,,,1767,2020-06-04 00:00:00,Active,,5.37,Commission,0.035,
1036,Andrew Roberts,Cashier,815.0,,,1767,2022-05-15 00:00:00,Active,,3.42,Commission,0.015,
1037,Jonathan Thompson,Senior Ambassador,815.0,,,1767,2021-02-01 00:00:00,Terminated,2023-06-04 00:00:00,4.7,Commission,0.04,
1038,Barbara Williams,Lead,815.0,,,1767,2021-11-01 00:00:00,Active,,3.96,Commission,0.05,
1039,Jessica Martinez,Lead,815.0,,,1767,2019-08-08 00:00:00,Active,,6.19,Commission,0.06,
1040,Mark Kelly,Cashier,254.0,,,1768,2024-03-08 00:00:00,Active,,1.61,Commission,0.0125,
1041,Rebecca Parker,Cashier,254.0,,,1768,2024-04-25 00:00:00,Active,,1.48,Commission,0.0125,
1042,Kimberly Young,Cashier,254.0,,,1768,2019-11-16 00:00:00,Active,,5.92,Commission,0.0175,
1043,Angela Phillips,Cashier,254.0,,,1768,2025-06-07 00:00:00,Active,,0.36,Commission,0.01,
1044,Cynthia Kelly,Ambassador,254.0,,,1768,2018-11-22 00:00:00,Active,,6.9,Commission,0.035,
1045,Cynthia Evans,Ambassador,254.0,,,1768,2022-05-14 00:00:00,Active,,3.43,Commission,0.03,
1046,Shirley Ramos,Cashier,254.0,,,1768,2019-06-22 00:00:00,Active,,6.32,Commission,0.0175,
1047,Melissa Richardson,Cashier,254.0,,,1768,2021-04-13 00:00:00,Active,,4.51,Commission,0.015,
1048,Elizabeth Lewis,Cashier,911.0,,,1769,2023-07-12 00:00:00,Active,,2.26,Commission,0.0125,
1049,Carol Wilson,Ambassador,911.0,,,1769,2025-07-21 00:00:00,Active,,0.24,Commission,0.02,
1050,George Flores,Cashier,911.0,,,1769,2024-08-18 00:00:00,Terminated,2025-03-17 00:00:00,1.16,Commission,0.0125,
1051,Kevin Rodriguez,Ambassador,911.0,,,1769,2024-03-18 00:00:00,Active,,1.58,Commission,0.025,
1052,Joseph Walker,Senior Ambassador,911.0,,,1769,2023-10-30 00:00:00,Active,,1.96,Commission,0.035,
1053,Jason King,Cashier,911.0,,,1769,2019-09-24 00:00:00,Terminated,2022-09-12 00:00:00,6.06,Commission,0.0175,
1054,Timothy Thompson,Cashier,911.0,,,1769,2021-04-26 00:00:00,Active,,4.47,Commission,0.015,
1055,Michelle Morales,Ambassador,911.0,,,1769,2020-03-27 00:00:00,Active,,5.56,Commission,0.035,
1056,Richard Edwards,Ambassador,911.0,,,1769,2025-05-11 00:00:00,Active,,0.43,Commission,0.02,
1057,Sarah Richardson,Senior Ambassador,911.0,,,1769,2023-06-26 00:00:00,Active,,2.31,Commission,0.035,
1058,Cynthia Anderson,Cashier,911.0,,,1769,2023-05-20 00:00:00,Active,,2.41,Commission,0.0125,
1059,Brandon Ramirez,Ambassador,806.0,,,1770,2021-04-09 00:00:00,Active,,4.52,Commission,0.03,
1060,Larry Adams,Ambassador,806.0,,,1770,2020-12-25 00:00:00,Active,,4.81,Commission,0.03,
1061,Jeffrey Edwards,Cashier,806.0,,,1770,2019-04-26 00:00:00,Terminated,2025-06-26 00:00:00,6.48,Commission,0.0175,
1062,Karen Baker,Ambassador,806.0,,,1770,2022-02-01 00:00:00,Active,,3.7,Commission,0.03,
1063,Kimberly Martin,Ambassador,806.0,,,1770,2019-07-13 00:00:00,Active,,6.26,Commission,0.035,
1064,Susan Johnson,Cashier,806.0,,,1770,2023-09-29 00:00:00,Terminated,2023-12-07 00:00:00,2.05,Commission,0.0125,
1065,George Ortiz,Ambassador,806.0,,,1770,2018-02-07 00:00:00,Active,,7.69,Commission,0.035,
1066,Paul Young,Senior Ambassador,806.0,,,1770,2015-10-04 00:00:00,Active,,10.03,Commission,0.045,
1067,Emma Rodriguez,Cashier,806.0,,,1770,2016-10-06 00:00:00,Terminated,2019-11-10 00:00:00,9.03,Commission,0.0175,
1068,Sandra White,Senior Ambassador,806.0,,,1770,2016-11-15 00:00:00,Active,,8.92,Commission,0.045,
1069,Kathleen Thompson,Ambassador,806.0,,,1770,2017-08-12 00:00:00,Active,,8.18,Commission,0.035,
1070,Anna Richardson,Cashier,56.0,,,1771,2019-06-17 00:00:00,Active,,6.33,Commission,0.0175,
1071,Jessica Scott,Lead,56.0,,,1771,2020-04-27 00:00:00,Active,,5.47,Commission,0.06,
1072,Lisa Mitchell,Ambassador,56.0,,,1771,2024-01-18 00:00:00,Active,,1.74,Commission,0.025,
1073,William Campbell,Ambassador,56.0,,,1771,2024-04-05 00:00:00,Active,,1.53,Commission,0.025,
1074,Richard Parker,Cashier,56.0,,,1771,2019-08-29 00:00:00,Active,,6.13,Commission,0.0175,
1075,Jacob Thomas,Cashier,979.0,,,1772,2015-04-27 00:00:00,Active,,10.47,Commission,0.0175,
1076,Pamela Ramirez,Lead,979.0,,,1772,2022-01-12 00:00:00,Terminated,2023-07-02 00:00:00,3.76,Commission,0.05,
1077,Laura Ortiz,Lead,979.0,,,1772,2021-09-12 00:00:00,Terminated,2025-03-18 00:00:00,4.09,Commission,0.05,
1078,Joshua Wright,Senior Ambassador,979.0,,,1772,2018-08-25 00:00:00,Terminated,2018-11-10 00:00:00,7.14,Commission,0.045,
1079,Joshua Taylor,Cashier,979.0,,,1772,2014-08-23 00:00:00,Active,,11.15,Commission,0.0175,
1080,Laura Johnson,Cashier,979.0,,,1772,2018-05-09 00:00:00,Active,,7.44,Commission,0.0175,
1081,Helen Green,Senior Ambassador,979.0,,,1772,2023-07-19 00:00:00,Terminated,2024-10-22 00:00:00,2.25,Commission,0.035,
1082,Deborah Bailey,Cashier,979.0,,,1772,2014-05-10 00:00:00,Active,,11.44,Commission,0.0175,
1083,Nicholas Evans,Ambassador,979.0,,,1772,2020-09-01 00:00:00,Active,,5.12,Commission,0.035,
1084,Kathleen Lee,Ambassador,979.0,,,1772,2020-04-29 00:00:00,Active,,5.47,Commission,0.035,
1085,Carol Reed,Cashier,550.0,,,1773,2014-02-07 00:00:00,Terminated,2021-10-03 00:00:00,11.69,Commission,0.0175,
1086,Jacob Mitchell,Cashier,550.0,,,1773,2014-07-26 00:00:00,Active,,11.23,Commission,0.0175,
1087,Andrew Richardson,Cashier,550.0,,,1773,2018-04-19 00:00:00,Active,,7.49,Commission,0.0175,
1088,Scott Allen,Ambassador,550.0,,,1773,2023-11-12 00:00:00,Active,,1.93,Commission,0.025,
1089,Susan Richardson,Cashier,550.0,,,1773,2014-03-31 00:00:00,Active,,11.55,Commission,0.0175,
1090,Brian Morales,Senior Ambassador,550.0,,,1773,2024-09-15 00:00:00,Terminated,2025-02-04 00:00:00,1.08,Commission,0.035,
1091,John Morgan,Ambassador,550.0,,,1773,2025-07-03 00:00:00,Active,,0.29,Commission,0.02,
1092,Donald White,Ambassador,550.0,,,1773,2025-04-08 00:00:00,Active,,0.52,Commission,0.02,
1093,Charles Richardson,Cashier,402.0,,,1774,2013-06-14 00:00:00,Terminated,2019-05-16 00:00:00,12.34,Commission,0.0175,
1094,Linda Ortiz,Cashier,402.0,,,1774,2023-03-13 00:00:00,Active,,2.6,Commission,0.0125,
1095,Sandra Bailey,Ambassador,402.0,,,1774,2017-08-05 00:00:00,Active,,8.2,Commission,0.035,
1096,Joseph Murphy,Cashier,402.0,,,1774,2021-09-09 00:00:00,Terminated,2025-10-15 00:00:00,4.1,Commission,0.015,
1097,Kimberly Ramos,Cashier,402.0,,,1774,2017-12-28 00:00:00,Terminated,2024-10-22 00:00:00,7.8,Commission,0.0175,
1098,Brandon Thompson,Ambassador,473.0,,,1775,2013-07-14 00:00:00,Active,,12.26,Commission,0.035,
1099,Joseph Cruz,Cashier,473.0,,,1775,2021-03-14 00:00:00,Active,,4.59,Commission,0.015,
1100,Kathleen Rogers,Ambassador,473.0,,,1775,2023-12-19 00:00:00,Active,,1.83,Commission,0.025,
1101,Kevin Perez,Cashier,473.0,,,1775,2013-12-15 00:00:00,Terminated,2020-07-10 00:00:00,11.84,Commission,0.0175,
1102,Joseph Lee,Cashier,473.0,,,1775,2014-12-24 00:00:00,Active,,10.81,Commission,0.0175,
1103,Joshua White,Cashier,473.0,,,1775,2015-02-08 00:00:00,Terminated,2023-04-18 00:00:00,10.69,Commission,0.0175,
1104,Dorothy Gutierrez,Cashier,473.0,,,1775,2023-01-22 00:00:00,Active,,2.73,Commission,0.0125,
1105,Jennifer Cooper,Cashier,473.0,,,1775,2014-04-30 00:00:00,Terminated,2024-03-01 00:00:00,11.46,Commission,0.0175,
1106,Anna Ortiz,Ambassador,473.0,,,1775,2017-11-09 00:00:00,Active,,7.93,Commission,0.035,
1107,Thomas Hernandez,Cashier,473.0,,,1775,2013-11-12 00:00:00,Active,,11.93,Commission,0.0175,
1108,Nancy Cruz,Cashier,288.0,,,1776,2022-01-03 00:00:00,Active,,3.78,Commission,0.015,
1109,Brian Collins,Ambassador,288.0,,,1776,2020-12-20 00:00:00,Active,,4.82,Commission,0.03,
1110,Kathleen Scott,Cashier,288.0,,,1776,2025-10-10 00:00:00,Active,,0.02,Commission,0.01,
1111,Jennifer Hernandez,Cashier,288.0,,,1776,2017-11-15 00:00:00,Active,,7.92,Commission,0.0175,
1112,Shirley Harris,Senior Ambassador,288.0,,,1776,2024-08-20 00:00:00,Active,,1.16,Commission,0.035,
1113,Paul Howard,Ambassador,610.0,,,1777,2023-03-08 00:00:00,Active,,2.61,Commission,0.025,
1114,Nicholas Jackson,Ambassador,610.0,,,1777,2018-07-17 00:00:00,Active,,7.25,Commission,0.035,
1115,Melissa Jones,Cashier,610.0,,,1777,2022-08-21 00:00:00,Active,,3.15,Commission,0.015,
1116,Steven Ramos,Cashier,610.0,,,1777,2017-01-13 00:00:00,Terminated,2020-12-04 00:00:00,8.76,Commission,0.0175,
1117,Thomas Lewis,Ambassador,610.0,,,1777,2021-06-26 00:00:00,Terminated,2024-03-16 00:00:00,4.31,Commission,0.03,
1118,Daniel Gonzalez,Senior Ambassador,67.0,,,1778,2021-05-10 00:00:00,Active,,4.44,Commission,0.04,
1119,Margaret Clark,Ambassador,67.0,,,1778,2020-09-17 00:00:00,Active,,5.08,Commission,0.035,
1120,Amanda Harris,Cashier,67.0,,,1778,2018-11-04 00:00:00,Active,,6.95,Commission,0.0175,
1121,Michelle Lewis,Ambassador,67.0,,,1778,2022-05-01 00:00:00,Active,,3.46,Commission,0.03,
1122,Edward Kim,Cashier,67.0,,,1778,2024-07-14 00:00:00,Active,,1.26,Commission,0.0125,
1123,Scott Cook,Lead,67.0,,,1778,2019-09-24 00:00:00,Active,,6.06,Commission,0.06,
1124,Ryan Williams,Lead,67.0,,,1778,2020-09-02 00:00:00,Terminated,2024-04-26 00:00:00,5.12,Commission,0.06,
1125,Mark Perez,Cashier,67.0,,,1778,2018-09-02 00:00:00,Terminated,2024-06-28 00:00:00,7.12,Commission,0.0175,
1126,Mark Martinez,Lead,89.0,,,1779,2017-04-29 00:00:00,Active,,8.47,Commission,0.06,
1127,Sarah Flores,Cashier,89.0,,,1779,2023-08-12 00:00:00,Terminated,2024-10-17 00:00:00,2.18,Commission,0.0125,
1128,Ronald Moore,Ambassador,89.0,,,1779,2017-07-30 00:00:00,Active,,8.21,Commission,0.035,
1129,David Cook,Cashier,89.0,,,1779,2017-08-22 00:00:00,Active,,8.15,Commission,0.0175,
1130,Justin Richardson,Cashier,89.0,,,1779,2024-04-22 00:00:00,Active,,1.48,Commission,0.0125,
1131,Elizabeth Morgan,Senior Ambassador,89.0,,,1779,2017-09-18 00:00:00,Active,,8.08,Commission,0.045,
1132,Deborah Morgan,Cashier,89.0,,,1779,2019-01-24 00:00:00,Terminated,2019-10-31 00:00:00,6.73,Commission,0.0175,
1133,Cynthia Peterson,Cashier,89.0,,,1779,2025-08-23 00:00:00,Active,,0.15,Commission,0.01,
1134,George Phillips,Cashier,89.0,,,1779,2017-09-25 00:00:00,Active,,8.06,Commission,0.0175,
1135,Michael King,Cashier,89.0,,,1779,2025-05-24 00:00:00,Terminated,2025-08-20 00:00:00,0.4,Commission,0.01,
1136,Sandra Collins,Cashier,89.0,,,1779,2016-03-01 00:00:00,Active,,9.63,Commission,0.0175,
1137,Jennifer Rodriguez,Cashier,898.0,,,1780,2019-09-08 00:00:00,Active,,6.11,Commission,0.0175,
1138,Stephanie White,Cashier,898.0,,,1780,2020-02-03 00:00:00,Terminated,2025-10-13 00:00:00,5.7,Commission,0.0175,
1139,Timothy King,Ambassador,898.0,,,1780,2025-10-02 00:00:00,Active,,0.04,Commission,0.02,
1140,Rebecca Jackson,Cashier,898.0,,,1780,2025-08-28 00:00:00,Active,,0.13,Commission,0.01,
1141,Emily Morales,Cashier,898.0,,,1780,2020-11-26 00:00:00,Active,,4.89,Commission,0.015,
1142,Laura Smith,Cashier,21.0,,,1781,2021-04-24 00:00:00,Active,,4.48,Commission,0.015,
1143,Justin Carter,Senior Ambassador,21.0,,,1781,2022-02-06 00:00:00,Active,,3.69,Commission,0.04,
1144,James Lewis,Cashier,21.0,,,1781,2024-12-22 00:00:00,Terminated,2025-07-18 00:00:00,0.82,Commission,0.01,
1145,Pamela Martin,Senior Ambassador,21.0,,,1781,2021-04-30 00:00:00,Active,,4.46,Commission,0.04,
1146,Larry Ramos,Cashier,21.0,,,1781,2019-01-08 00:00:00,Active,,6.77,Commission,0.0175,
1147,Nicole Allen,Cashier,594.0,,,1782,2019-04-19 00:00:00,Active,,6.49,Commission,0.0175,
1148,Scott Gonzalez,Ambassador,594.0,,,1782,2023-10-22 00:00:00,Terminated,2025-06-15 00:00:00,1.99,Commission,0.025,
1149,Jennifer Phillips,Cashier,594.0,,,1782,2021-12-03 00:00:00,Terminated,2023-02-14 00:00:00,3.87,Commission,0.015,
1150,Karen Roberts,Senior Ambassador,594.0,,,1782,2020-05-18 00:00:00,Terminated,2021-05-16 00:00:00,5.41,Commission,0.045,
1151,Ryan Cooper,Cashier,594.0,,,1782,2019-04-14 00:00:00,Active,,6.51,Commission,0.0175,
1152,Nancy Martin,Cashier,594.0,,,1782,2022-09-04 00:00:00,Active,,3.12,Commission,0.015,
1153,Brandon Martin,Cashier,594.0,,,1782,2024-11-28 00:00:00,Active,,0.88,Commission,0.01,
1154,Karen Allen,Cashier,594.0,,,1782,2021-12-27 00:00:00,Active,,3.8,Commission,0.015,
1155,Emma Cruz,Lead,594.0,,,1782,2018-01-19 00:00:00,Active,,7.74,Commission,0.06,
1156,George Hernandez,Cashier,71.0,,,1783,2024-05-16 00:00:00,Terminated,2025-03-03 00:00:00,1.42,Commission,0.0125,
1157,Angela Stewart,Senior Ambassador,71.0,,,1783,2018-12-05 00:00:00,Active,,6.86,Commission,0.045,
1158,Anna King,Cashier,71.0,,,1783,2017-06-19 00:00:00,Terminated,2019-07-19 00:00:00,8.33,Commission,0.0175,
1159,Brandon Jones,Ambassador,71.0,,,1783,2021-06-12 00:00:00,Terminated,2024-01-06 00:00:00,4.35,Commission,0.03,
1160,Emma Diaz,Lead,71.0,,,1783,2012-06-19 00:00:00,Active,,13.33,Commission,0.06,
1161,Emily Murphy,Cashier,71.0,,,1783,2015-01-01 00:00:00,Terminated,2016-10-18 00:00:00,10.79,Commission,0.0175,
1162,Lisa Ramos,Ambassador,71.0,,,1783,2016-11-05 00:00:00,Terminated,2022-07-01 00:00:00,8.95,Commission,0.035,
1163,Kenneth Gomez,Senior Ambassador,71.0,,,1783,2013-10-22 00:00:00,Terminated,2017-12-15 00:00:00,11.98,Commission,0.045,
