Date Value,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Manufacturer,Product Name,TY Sales,LY Sales,LLY Sales,TY Quantity,LY Quantity,LLY Quantity,LY Discount,LLY Discount,TY Discount,LY Profit,TY Profit,LLY Profit
10/15/2025,US-2023-116834,10/16/2023,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10002942,Technology,Accessories,WD My Passport,WD My Passport Ultra 1TB Portable External Hard Drive,0,0,345,0,0,5,0,0,0,0,0,58.65
11/20/2026,US-2026-161193,11/26/2026,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10001861,Furniture,Furnishings,Other,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,0,0,5,0,0,0,0,0.2,0,28.13,0
11/29/2023,US-2023-111353,12/6/2023,Standard Class,PB-19150,Philip Brown,Consumer,United States,New York City,New York,10009,East,OFF-LA-10002762,Office Supplies,Labels,Avery,Avery 485,25.06,0,0,2,0,0,0,0,0,0,11.7782,0
7/31/2025,US-2023-169642,7/30/2023,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10002574,Office Supplies,Storage,SAFCO,"SAFCO Commercial Wire Shelving, Black",0,0,276.28,0,0,2,0,0,0,0,0,0
6/15/2026,US-2026-119284,6/20/2026,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,Staple-based wall hangings,31.168,0,0,4,0,0,0,0,0.2,0,9.3504,0
11/16/2024,US-2024-145394,11/20/2024,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610,Central,FUR-FU-10001215,Furniture,Furnishings,Howard Miller,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",34.504,0,0,2,0,0,0,0,0.6,0,-15.5268,0
4/11/2026,US-2025-163594,4/14/2025,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10000225,Furniture,Chairs,Global,"Global Geo Office Task Chair, Gray",0,194.352,0,0,3,0,0.2,0,0,-36.441,0,0
9/3/2025,US-2024-101924,9/9/2024,Standard Class,KB-16585,Ken Black,Corporate,United States,Medford,Oregon,97504,West,OFF-BI-10000962,Office Supplies,Binders,Acco,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",0,9.762,0,0,2,0,0.7,0,0,-6.8334,0,0
3/10/2024,US-2023-169061,3/8/2023,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-SU-10000381,Office Supplies,Supplies,Acme,Acme Forged Steel Scissors with Black Enamel Handles,0,18.62,0,0,2,0,0,0,0,5.3998,0,0
12/30/2025,US-2024-109470,1/3/2025,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10004492,Office Supplies,Binders,Other,Tuf-Vin Binders,0,94.74,0,0,3,0,0,0,0,44.5278,0,0
8/30/2025,US-2024-111514,9/2/2024,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10002545,Furniture,Bookcases,Atlantic,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0,1552.831,0,0,7,0,0.15,0,0,200.9546,0,0
10/1/2025,US-2024-137008,10/8/2024,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,NETGEAR,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,0,90,0,0,1,0,0,0,0,32.4,0,0
9/16/2025,US-2023-119081,9/19/2023,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,Seth Thomas,"Seth Thomas 8 1/2"" Cubicle Clock",0,0,40.56,0,0,2,0,0,0,0,0,12.9792
10/30/2024,US-2024-131359,11/2/2024,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-CO-10001571,Technology,Copiers,Sharp,Sharp 1540cs Digital Laser Copier,439.992,0,0,1,0,0,0,0,0.2,0,164.997,0
11/26/2025,US-2023-105340,11/25/2023,First Class,EH-14185,Evan Henry,Consumer,United States,Pasadena,Texas,77506,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,0,0,6.928,0,0,1,0,0.8,0,0,0,-11.0848
12/1/2025,US-2025-157336,12/5/2025,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-CH-10004997,Furniture,Chairs,Hon,Hon Every-Day Series Multi-Task Chairs,751.92,0,0,4,0,0,0,0,0,0,150.384,0
11/24/2024,US-2023-128062,11/22/2023,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001583,Office Supplies,Paper,Other,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",0,5.88,0,0,1,0,0.2,0,0,1.9845,0,0
6/11/2024,US-2023-161305,6/12/2023,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002794,Office Supplies,Binders,Avery,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0,24.588,0,0,3,0,0.8,0,0,-38.1114,0,0
9/10/2024,US-2024-136658,9/17/2024,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,New York City,New York,10024,East,OFF-AR-10000817,Office Supplies,Art,Other,Manco Dry-Lighter Erasable Highlighter,6.08,0,0,2,0,0,0,0,0,0,2.0672,0
1/22/2025,US-2025-138079,1/28/2025,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,Other,"Contract Clock, 14"", Brown",109.9,0,0,5,0,0,0,0,0,0,37.366,0
12/10/2025,US-2023-140452,12/10/2023,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000307,Technology,Phones,Other,Shocksock Galaxy S4 Armband,0,0,35.04,0,0,4,0,0.2,0,0,0,-7.008
6/13/2024,US-2024-104941,6/19/2024,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10001249,Office Supplies,Binders,Avery,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14,0,0,3,0,0,0,0,0,0,8.8044,0
12/2/2025,US-2025-108455,12/8/2025,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002214,Office Supplies,Storage,Other,X-Rack File for Hanging Folders,33.87,0,0,3,0,0,0,0,0,0,8.8062,0
1/3/2024,US-2023-112326,1/8/2023,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO,SAFCO Boltless Steel Shelving,0,272.736,0,0,3,0,0.2,0,0,-64.7748,0,0
8/29/2025,US-2025-159912,9/3/2025,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes,Fellowes Black Plastic Comb Bindings,3.486,0,0,2,0,0,0,0,0.7,0,-2.7888,0
5/2/2026,US-2025-129280,5/5/2025,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10003589,Technology,Machines,Cisco,Cisco 8961 IP Phone Charcoal,0,224.937,0,0,3,0,0.7,0,0,-164.9538,0,0
10/2/2024,US-2024-144771,10/4/2024,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,TEC-AC-10002323,Technology,Accessories,SanDisk,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,0,0,3,0,0,0,0,0.2,0,-4.641,0
11/12/2025,US-2024-136147,11/18/2024,Standard Class,FM-14380,Fred McMath,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10004224,Office Supplies,Binders,Other,Catalog Binders with Expanding Posts,0,121.104,0,0,6,0,0.7,0,0,-100.92,0,0
4/4/2024,US-2024-112452,4/4/2024,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,0,0,2,0,0,0,0,0.1,0,107.346,0
11/4/2023,US-2023-132227,11/10/2023,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,New York City,New York,10011,East,OFF-BI-10000962,Office Supplies,Binders,Acco,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064,0,0,4,0,0,0,0,0.2,0,18.8732,0
8/31/2024,US-2023-103331,9/1/2023,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,FUR-FU-10001731,Furniture,Furnishings,Other,Acrylic Self-Standing Desk Frames,0,10.68,0,0,4,0,0,0,0,4.0584,0,0
7/14/2025,US-2025-137050,7/18/2025,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco,Acco Hanging Data Binders,9.144,0,0,3,0,0,0,0,0.2,0,3.2004,0
9/2/2026,US-2026-157987,9/6/2026,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,ACCOHIDE,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,0,0,8,0,0,0,0,0.2,0,8.9208,0
12/14/2025,US-2023-112991,12/14/2023,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Caldwell,Idaho,83605,West,FUR-CH-10001708,Furniture,Chairs,Office Star,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,0,0,338.352,0,0,3,0,0.2,0,0,0,4.229400000
4/28/2024,US-2023-150119,4/27/2023,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-10002965,Furniture,Chairs,Global,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",0,562.744,0,0,4,0,0.6,0,0,-24.1176,0,0
9/12/2025,US-2023-139892,9/12/2023,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,Office Supplies,Art,Sanford,Sanford Liquid Accent Highlighters,0,0,32.064,0,0,6,0,0.2,0,0,0,6.8136
11/10/2024,US-2024-121783,11/14/2024,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,OFF-BI-10001658,Office Supplies,Binders,GBC,GBC Standard Therm-A-Bind Covers,74.76,0,0,3,0,0,0,0,0,0,34.3896,0
6/5/2026,US-2024-149748,6/2/2024,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Paterson,New Jersey,7501,East,FUR-FU-10001847,Furniture,Furnishings,Eldon,Eldon Image Series Black Desk Accessories,0,0,8.28,0,0,2,0,0,0,0,0,2.9808
11/14/2025,US-2023-158372,11/16/2023,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-PH-10002103,Technology,Phones,Jabra,Jabra SPEAK 410,0,0,601.536,0,0,8,0,0.2,0,0,0,60.1536
10/15/2025,US-2025-124352,10/21/2025,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003442,Technology,Phones,Samsung,Samsung Replacement EH64AVFWE Premium Headset,5.5,0,0,1,0,0,0,0,0,0,1.375,0
12/18/2026,US-2026-115602,12/24/2026,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,Staples in misc. colors,38.82,0,0,6,0,0,0,0,0,0,17.469,0
10/2/2025,US-2023-107153,10/3/2023,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10001321,Office Supplies,Storage,Decoflex,"Decoflex Hanging Personal Folder File, Blue",0,0,46.26,0,0,3,0,0,0,0,0,12.4902
4/3/2026,US-2024-103996,3/31/2024,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,FUR-FU-10004586,Furniture,Furnishings,G. E.,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,0,0,19.92,0,0,3,0,0,0,0,0,9.5616
7/31/2024,US-2024-164427,8/6/2024,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,39401,South,TEC-AC-10004469,Technology,Accessories,Microsoft,Microsoft Sculpt Comfort Mouse,239.7,0,0,6,0,0,0,0,0,0,105.468,0
10/26/2024,US-2023-169852,10/26/2023,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,San Diego,California,92024,West,OFF-BI-10001460,Office Supplies,Binders,Other,Plastic Binding Combs,0,36.36,0,0,3,0,0.2,0,0,12.2715,0,0
11/24/2026,US-2026-128118,12/1/2026,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Memphis,Tennessee,38109,South,OFF-BI-10000216,Office Supplies,Binders,Other,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,0,0,3,0,0,0,0,0.7,0,-7.782,0
5/21/2025,US-2025-114209,5/26/2025,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,75081,Central,OFF-PA-10003591,Office Supplies,Paper,Southworth,Southworth 100% Cotton The Best Paper,82.656,0,0,9,0,0,0,0,0.2,0,30.996,0
12/12/2023,US-2023-141607,12/17/2023,Standard Class,WB-21850,William Brown,Consumer,United States,Concord,California,94521,West,FUR-FU-10003975,Furniture,Furnishings,Eldon,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,0,0,1,0,0,0,0,0,0,4.331,0
7/21/2026,US-2026-104731,7/27/2026,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-SU-10003505,Office Supplies,Supplies,Premier,Premier Electric Letter Opener,231.72,0,0,2,0,0,0,0,0,0,11.586,0
11/21/2026,US-2026-105130,11/25/2026,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10003394,Office Supplies,Art,Newell,Newell 332,11.76,0,0,4,0,0,0,0,0,0,3.1752,0
5/11/2026,US-2026-133823,5/12/2026,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10004545,Office Supplies,Labels,Avery,Avery 50,37.59,0,0,3,0,0,0,0,0,0,17.6673,0
5/12/2026,US-2026-117632,5/18/2026,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001900,Office Supplies,Binders,DXL,"DXL Angle-View Binders with Locking Rings, Black",19.168,0,0,4,0,0,0,0,0.2,0,6.4692,0
7/19/2025,US-2025-157217,7/21/2025,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94110,West,TEC-PH-10002070,Technology,Phones,Griffin,Griffin GC36547 PowerJolt SE Lightning Charger,35.984,0,0,2,0,0,0,0,0.2,0,4.498,0
8/16/2025,US-2023-156244,8/16/2023,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,33180,South,OFF-PA-10000295,Office Supplies,Paper,Xerox,Xerox 229,0,0,31.104,0,0,6,0,0.2,0,0,0,10.8864
9/1/2024,US-2024-137946,9/4/2024,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery,Avery Non-Stick Binders,14.368,0,0,4,0,0,0,0,0.2,0,4.49,0
4/15/2025,US-2023-110555,4/18/2023,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,TEC-PH-10000586,Technology,Phones,AT&T,AT&T SB67148 SynJ,0,0,105.584,0,0,2,0,0.2,0,0,0,9.238600000
3/12/2025,US-2024-139675,3/18/2024,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,FUR-CH-10004063,Furniture,Chairs,Global,Global Deluxe High-Back Manager's Chair,0,915.136,0,0,4,0,0.2,0,0,102.9528,0,0
12/11/2024,US-2024-104346,12/16/2024,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001473,Office Supplies,Art,Newell,Newell 313,13.12,0,0,5,0,0,0,0,0.2,0,1.148,0
5/30/2025,US-2023-156349,5/30/2023,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002726,Technology,Phones,Other,netTALK DUO VoIP Telephone Service,0,0,83.984,0,0,2,0,0.2,0,0,0,31.494
2/19/2026,US-2026-134838,2/20/2026,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10004018,Furniture,Furnishings,Tensor,Tensor Computer Mounted Lamp,44.67,0,0,3,0,0,0,0,0,0,12.0609,0
6/9/2023,US-2023-115812,6/14/2023,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Other,Konftel 250 Conference phone - Charcoal black,911.424,0,0,4,0,0,0,0,0.2,0,68.3568,0
3/24/2026,US-2024-113110,3/23/2024,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,Wirebound,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",0,0,40.14,0,0,6,0,0,0,0,0,19.6686
7/30/2026,US-2026-167913,8/3/2026,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,Other,Economy Rollaway Files,330.4,0,0,2,0,0,0,0,0,0,85.904,0
10/3/2025,US-2025-101672,10/7/2025,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,92630,West,OFF-PA-10004610,Office Supplies,Paper,Xerox,Xerox 1900,8.56,0,0,2,0,0,0,0,0,0,3.852,0
1/19/2024,US-2023-147627,1/26/2023,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple,Apple iPhone 5C,0,699.93,0,0,7,0,0,0,0,181.9818,0,0
11/7/2025,US-2024-114811,11/8/2024,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell,Nu-Dell EZ-Mount Plastic Wall Frames,0,11.82,0,0,3,0,0,0,0,4.728,0,0
10/27/2025,US-2025-120873,11/1/2025,Second Class,BW-11200,Ben Wallace,Consumer,United States,Hampton,Virginia,23666,South,FUR-CH-10000847,Furniture,Chairs,Global,Global Executive Mid-Back Manager's Chair,290.98,0,0,1,0,0,0,0,0,0,75.6548,0
9/14/2025,US-2025-153178,9/18/2025,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Long Beach,New York,11561,East,TEC-PH-10001944,Technology,Phones,Other,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,0,0,3,0,0,0,0,0,0,131.355,0
3/11/2023,US-2023-114790,3/13/2023,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10000213,Office Supplies,Paper,Xerox,Xerox 198,14.94,0,0,3,0,0,0,0,0,0,7.0218,0
11/29/2023,US-2023-136280,12/6/2023,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000452,Office Supplies,Labels,Avery,Avery 488,5.04,0,0,2,0,0,0,0,0.2,0,1.764,0
7/10/2025,US-2024-142237,7/13/2024,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,Office Supplies,Binders,Acco,Acco Suede Grain Vinyl Round Ring Binder,0,2.502,0,0,3,0,0.7,0,0,-2.0016,0,0
9/21/2023,US-2023-153969,9/25/2023,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001615,Office Supplies,Art,Newell,Newell 34,59.52,0,0,3,0,0,0,0,0,0,15.4752,0
7/17/2025,US-2025-121671,7/22/2025,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,Carina,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,0,0,3,0,0,0,0,0,0,4.858800000,0
7/28/2024,US-2023-119137,7/27/2023,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003911,Technology,Accessories,NETGEAR,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,0,1023.936,0,0,8,0,0.2,0,0,179.1888,0,0
12/30/2023,US-2023-130960,1/4/2024,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell,Newell 350,9.84,0,0,3,0,0,0,0,0,0,2.8536,0
11/16/2026,US-2026-107888,11/19/2026,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,Tenex,"Tenex ""The Solids"" Textured Chair Mats",139.92,0,0,2,0,0,0,0,0,0,23.7864,0
11/29/2024,US-2024-154340,11/30/2024,First Class,EK-13795,Eileen Kiefer,Home Office,United States,Santa Ana,California,92704,West,OFF-AR-10003582,Office Supplies,Art,Boston,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,0,0,2,0,0,0,0,0,0,15.764,0
8/30/2024,US-2023-115259,8/27/2023,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,Office Supplies,Paper,Xerox,Xerox 1921,0,23.976,0,0,3,0,0.2,0,0,7.4925,0,0
12/11/2025,US-2025-135720,12/13/2025,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,Imation,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,0,0,5,0,0,0,0,0.2,0,29.95,0
5/9/2025,US-2025-159093,5/14/2025,Standard Class,RS-19420,Ricardo Sperren,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10001260,Office Supplies,Paper,TOPS,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,0,0,4,0,0,0,0,0,0,14.418,0
9/4/2026,US-2026-120761,9/8/2026,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Long Beach,New York,11561,East,TEC-AC-10000171,Technology,Accessories,Verbatim,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,0,0,4,0,0,0,0,0,0,39.5428,0
11/19/2025,US-2025-164511,11/24/2025,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,Avery,Avery Hanging File Binders,14.352,0,0,3,0,0,0,0,0.2,0,4.6644,0
2/19/2025,US-2025-101630,2/23/2025,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme,Acme Office Executive Series Stainless Steel Trimmers,25.71,0,0,3,0,0,0,0,0,0,6.6846,0
3/25/2023,US-2023-148586,4/1/2023,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002439,Furniture,Chairs,Iceberg,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,0,0,7,0,0,0,0,0.1,0,65.2064,0
7/17/2025,US-2025-139087,7/22/2025,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10000042,Office Supplies,Binders,Pressboard,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,0,0,3,0,0,0,0,0.2,0,4.1652,0
5/22/2025,US-2025-146934,5/27/2025,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,FUR-TA-10003748,Furniture,Tables,Bevis,Bevis 36 x 72 Conference Tables,174.286,0,0,2,0,0,0,0,0.3,0,-19.9184,0
11/20/2026,US-2026-121818,11/21/2026,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000203,Office Supplies,Art,Newell,Newell 336,23.968,0,0,7,0,0,0,0,0.2,0,2.6964,0
12/3/2023,US-2023-122749,12/9/2023,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,Technology,Phones,Jabra,Jabra Supreme Plus Driver Edition Headset,479.96,0,0,4,0,0,0,0,0,0,134.3888,0
12/18/2025,US-2024-100685,12/21/2024,Second Class,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-FA-10003472,Office Supplies,Fasteners,Other,Bagged Rubber Bands,0,5.04,0,0,4,0,0,0,0,0.2016,0,0
5/25/2023,US-2023-100391,5/29/2023,Standard Class,BW-11065,Barry Weirich,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore,Strathmore Photo Frame Cards,14.62,0,0,2,0,0,0,0,0,0,6.7252,0
6/21/2023,US-2023-141796,6/21/2023,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561,East,TEC-PH-10001578,Technology,Phones,Polycom,Polycom SoundStation2 EX Conference phone,1214.85,0,0,3,0,0,0,0,0,0,352.3065,0
8/22/2025,US-2025-137239,8/28/2025,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002230,Office Supplies,Envelopes,Other,Airmail Envelopes,134.288,0,0,2,0,0,0,0,0.2,0,45.3222,0
8/27/2025,US-2025-117919,8/29/2025,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004353,Office Supplies,Paper,Southworth,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,0,0,5,0,0,0,0,0.2,0,27.972,0
11/14/2023,US-2023-125556,11/16/2023,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,TEC-PH-10001079,Technology,Phones,Polycom,Polycom SoundPoint Pro SE-225 Corded phone,832.93,0,0,7,0,0,0,0,0,0,233.2204,0
6/1/2023,US-2023-165659,6/6/2023,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,TEC-PH-10002563,Technology,Phones,Other,Adtran 1202752G1,881.93,0,0,7,0,0,0,0,0,0,229.3018,0
8/31/2025,US-2024-104626,9/8/2024,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o,Deflect-o Glass Clear Studded Chair Mats,0,124.36,0,0,2,0,0,0,0,27.3592,0,0
7/9/2026,US-2026-121083,7/15/2026,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco,Tennsco Industrial Shelving,195.64,0,0,4,0,0,0,0,0,0,3.9128,0
